mass	age	Teff	logg	logL
0.08	0.00201	2950.0	3.572	-1.41
0.08	0.00224	2953.0	3.6010000000000004	-1.43
0.08	0.00252	2957.0	3.6439999999999997	-1.47
0.08	0.00283	2963.0	3.7030000000000003	-1.53
0.08	0.00316	2970.0	3.758	-1.58
0.08	0.0035600000000000002	2979.0	3.8139999999999996	-1.63
0.08	0.00399	2992.0	3.865	-1.67
0.08	0.00449	3004.0	3.9160000000000004	-1.72
0.08	0.00502	3014.0	3.9619999999999997	-1.76
0.08	0.00564	3025.0	4.0089999999999995	-1.8
0.08	0.00636	3026.0	4.055	-1.84
0.08	0.007109999999999999	3027.0	4.0969999999999995	-1.89
0.08	0.00797	3026.0	4.138	-1.93
0.08	0.00895	3026.0	4.178999999999999	-1.97
0.08	0.01008	3025.0	4.22	-2.01
0.08	0.01123	3023.0	4.257	-2.05
0.08	0.01272	3023.0	4.298	-2.09
0.08	0.014219999999999998	3022.0	4.335	-2.13
0.08	0.01593	3021.0	4.372	-2.16
0.08	0.01787	3020.0	4.408	-2.2
0.08	0.020059999999999998	3019.0	4.445	-2.24
0.08	0.02256	3017.0	4.481	-2.28
0.08	0.02538	3013.0	4.518	-2.31
0.08	0.028610000000000003	3005.0	4.553999999999999	-2.35
0.08	0.03182	2998.0	4.585	-2.39
0.08	0.036	2986.0	4.621	-2.43
0.08	0.04017	2975.0	4.6530000000000005	-2.47
0.08	0.04489	2964.0	4.685	-2.51
0.08	0.05022	2952.0	4.716	-2.55
0.08	0.05624	2940.0	4.747	-2.59
0.08	0.0641	2925.0	4.783	-2.63
0.08	0.07198	2913.0	4.814	-2.67
0.08	0.07957	2903.0	4.841	-2.7
0.08	0.0895	2890.0	4.872	-2.74
0.08	0.1007	2876.0	4.9030000000000005	-2.78
0.08	0.11332	2861.0	4.934	-2.82
0.08	0.12759	2844.0	4.9639999999999995	-2.86
0.08	0.14135	2828.0	4.9910000000000005	-2.9
0.08	0.15950999999999999	2807.0	5.021	-2.94
0.08	0.18016	2783.0	5.05	-2.98
0.08	0.20027	2759.0	5.075	-3.02
0.08	0.22704000000000002	2731.0	5.104	-3.07
0.08	0.2535	2705.0	5.129	-3.11
0.08	0.28408	2676.0	5.153	-3.16
0.08	0.32006	2645.0	5.1770000000000005	-3.2
0.08	0.35543	2618.0	5.197	-3.24
0.08	0.40654	2582.0	5.221	-3.29
0.08	0.44752	2556.0	5.237	-3.32
0.08	0.50934	2522.0	5.257000000000001	-3.36
0.08	0.5705399999999999	2492.0	5.272	-3.4
0.08	0.6471399999999999	2461.0	5.287000000000001	-3.44
0.08	0.7194	2437.0	5.297999999999999	-3.46
0.08	0.80203	2414.0	5.308	-3.49
0.08	0.9211299999999999	2389.0	5.319	-3.52
0.08	1.0157399999999999	2374.0	5.325	-3.54
0.08	1.14249	2358.0	5.332000000000001	-3.55
0.08	1.26925	2347.0	5.337000000000001	-3.57
0.08	1.42769	2336.0	5.34	-3.58
0.08	1.5861299999999998	2329.0	5.343999999999999	-3.59
0.08	1.80794	2322.0	5.346	-3.59
0.08	1.99807	2318.0	5.347	-3.6
0.08	2.25158	2316.0	5.349	-3.6
0.08	2.53677	2314.0	5.35	-3.6
0.08	2.82196	2313.0	5.35	-3.61
0.08	3.17053	2313.0	5.35	-3.61
0.08	3.55079	2312.0	5.35	-3.61
0.08	3.99442	2312.0	5.35	-3.61
0.08	4.46974	2313.0	5.35	-3.61
0.08	5.04013	2313.0	5.35	-3.61
0.08	5.6422	2313.0	5.35	-3.61
0.08	6.33934	2313.0	5.35	-3.61
0.08	7.09985	2313.0	5.35	-3.61
0.08	7.955430000000001	2314.0	5.35	-3.61
0.08	8.93776	2314.0	5.35	-3.6
0.08	10.0152	2314.0	5.35	-3.6
0.09	0.0010199999999999999	2972.0	3.477	-1.25
0.09	0.0011300000000000001	2970.0	3.483	-1.25
0.09	0.0012699999999999999	2967.0	3.492	-1.26
0.09	0.0014199999999999998	2966.0	3.503	-1.28
0.09	0.00159	2967.0	3.517	-1.29
0.09	0.0017800000000000001	2970.0	3.537	-1.31
0.09	0.002	2974.0	3.5660000000000003	-1.33
0.09	0.00224	2981.0	3.609	-1.37
0.09	0.00253	2991.0	3.6689999999999996	-1.43
0.09	0.00283	3001.0	3.7239999999999998	-1.48
0.09	0.00317	3006.0	3.7760000000000002	-1.52
0.09	0.0035600000000000002	3013.0	3.827	-1.57
0.09	0.00402	3021.0	3.878	-1.62
0.09	0.0045	3030.0	3.924	-1.66
0.09	0.00505	3042.0	3.97	-1.7
0.09	0.00563	3052.0	4.012	-1.73
0.09	0.00636	3055.0	4.058	-1.78
0.09	0.0071400000000000005	3057.0	4.1	-1.82
0.09	0.008029999999999999	3058.0	4.1419999999999995	-1.86
0.09	0.00892	3059.0	4.178999999999999	-1.9
0.09	0.01007	3059.0	4.22	-1.94
0.09	0.01123	3059.0	4.257	-1.98
0.09	0.01272	3058.0	4.298	-2.02
0.09	0.014240000000000001	3058.0	4.335	-2.05
0.09	0.01596	3058.0	4.371	-2.09
0.09	0.01791	3058.0	4.408	-2.13
0.09	0.02012	3058.0	4.445	-2.16
0.09	0.02263	3058.0	4.482	-2.2
0.09	0.025480000000000003	3054.0	4.518	-2.24
0.09	0.02829	3049.0	4.55	-2.27
0.09	0.03193	3043.0	4.586	-2.31
0.09	0.035539999999999995	3037.0	4.618	-2.35
0.09	0.04022	3030.0	4.654	-2.39
0.09	0.04488	3023.0	4.686	-2.43
0.09	0.05012	3015.0	4.717	-2.46
0.09	0.056920000000000005	3006.0	4.754	-2.5
0.09	0.06367	2996.0	4.785	-2.54
0.09	0.07128999999999999	2983.0	4.816	-2.58
0.09	0.07992	2971.0	4.8469999999999995	-2.62
0.09	0.08972000000000001	2959.0	4.879	-2.66
0.09	0.10086	2946.0	4.91	-2.69
0.09	0.11352999999999999	2933.0	4.941	-2.73
0.09	0.1279	2919.0	4.9719999999999995	-2.77
0.09	0.14176	2907.0	4.998	-2.81
0.09	0.16004000000000002	2890.0	5.029	-2.85
0.09	0.17789000000000002	2873.0	5.055	-2.88
0.09	0.20189000000000001	2853.0	5.085	-2.93
0.09	0.22576	2835.0	5.111000000000001	-2.96
0.09	0.25334	2814.0	5.136	-3.0
0.09	0.28576999999999997	2793.0	5.1610000000000005	-3.04
0.09	0.31783	2773.0	5.181	-3.07
0.09	0.35639	2752.0	5.2010000000000005	-3.1
0.09	0.40455	2730.0	5.221	-3.14
0.09	0.45377	2713.0	5.237	-3.16
0.09	0.5150399999999999	2695.0	5.251	-3.19
0.09	0.5644399999999999	2684.0	5.26	-3.21
0.09	0.63374	2672.0	5.269	-3.22
0.09	0.7248	2661.0	5.278	-3.24
0.09	0.80397	2654.0	5.282	-3.25
0.09	0.8946200000000001	2649.0	5.2860000000000005	-3.25
0.09	1.0213700000000001	2645.0	5.289	-3.26
0.09	1.1481299999999999	2642.0	5.291	-3.26
0.09	1.27488	2641.0	5.292000000000001	-3.27
0.09	1.4333200000000001	2640.0	5.292000000000001	-3.27
0.09	1.59176	2640.0	5.292000000000001	-3.27
0.09	1.7818900000000002	2639.0	5.292000000000001	-3.27
0.09	2.0037	2639.0	5.292000000000001	-3.27
0.09	2.2572099999999997	2639.0	5.292000000000001	-3.27
0.09	2.5424	2640.0	5.292999999999999	-3.27
0.09	2.8275900000000003	2640.0	5.292999999999999	-3.27
0.09	3.17616	2640.0	5.292000000000001	-3.27
0.09	3.5564199999999997	2640.0	5.292000000000001	-3.27
0.09	4.00005	2640.0	5.292000000000001	-3.27
0.09	4.47538	2641.0	5.292000000000001	-3.27
0.09	5.014069999999999	2641.0	5.292000000000001	-3.27
0.09	5.64783	2641.0	5.292000000000001	-3.27
0.09	6.313280000000001	2641.0	5.292000000000001	-3.27
0.09	7.10549	2641.0	5.292000000000001	-3.27
0.09	7.961060000000001	2642.0	5.292000000000001	-3.27
0.09	8.9434	2642.0	5.292000000000001	-3.27
0.09	10.0208	2642.0	5.292000000000001	-3.27
0.1	0.0010199999999999999	3002.0	3.4530000000000003	-1.16
0.1	0.00112	3000.0	3.4610000000000003	-1.17
0.1	0.0012699999999999999	2996.0	3.4730000000000003	-1.18
0.1	0.0014199999999999998	2992.0	3.487	-1.2
0.1	0.00159	2987.0	3.5060000000000002	-1.22
0.1	0.0017800000000000001	2992.0	3.533	-1.25
0.1	0.002	2998.0	3.575	-1.28
0.1	0.00224	3005.0	3.6289999999999996	-1.33
0.1	0.0025399999999999997	3012.0	3.688	-1.39
0.1	0.0028399999999999996	3019.0	3.74	-1.44
0.1	0.00317	3026.0	3.787	-1.48
0.1	0.00358	3035.0	3.838	-1.53
0.1	0.00402	3044.0	3.885	-1.57
0.1	0.00448	3054.0	3.927	-1.6
0.1	0.00505	3068.0	3.9730000000000003	-1.64
0.1	0.00563	3079.0	4.015	-1.68
0.1	0.006379999999999999	3080.0	4.061	-1.72
0.1	0.00717	3083.0	4.102	-1.76
0.1	0.00797	3085.0	4.138999999999999	-1.8
0.1	0.009	3088.0	4.181	-1.84
0.1	0.01004	3090.0	4.218	-1.87
0.1	0.01137	3091.0	4.26	-1.92
0.1	0.012709999999999999	3092.0	4.297	-1.95
0.1	0.014230000000000001	3092.0	4.333	-1.99
0.1	0.01594	3092.0	4.37	-2.02
0.1	0.01789	3092.0	4.406000000000001	-2.06
0.1	0.0201	3092.0	4.4430000000000005	-2.1
0.1	0.022609999999999998	3092.0	4.48	-2.13
0.1	0.02546	3091.0	4.5169999999999995	-2.17
0.1	0.02827	3087.0	4.5489999999999995	-2.21
0.1	0.03191	3081.0	4.585	-2.25
0.1	0.035519999999999996	3076.0	4.617	-2.28
0.1	0.04019	3070.0	4.6530000000000005	-2.32
0.1	0.04481	3064.0	4.685	-2.36
0.1	0.0508	3057.0	4.721	-2.4
0.1	0.056760000000000005	3050.0	4.753	-2.43
0.1	0.06347	3042.0	4.784	-2.47
0.1	0.07103999999999999	3035.0	4.816	-2.5
0.1	0.07955	3026.0	4.848	-2.54
0.1	0.08916	3016.0	4.879	-2.58
0.1	0.10002	3006.0	4.91	-2.61
0.1	0.11238	2994.0	4.941	-2.65
0.1	0.12652	2982.0	4.9719999999999995	-2.69
0.1	0.14278	2969.0	5.003	-2.73
0.1	0.1587	2957.0	5.03	-2.76
0.1	0.18004	2942.0	5.061	-2.8
0.1	0.20131	2929.0	5.087	-2.84
0.1	0.22618000000000002	2914.0	5.113	-2.87
0.1	0.25603000000000004	2899.0	5.138999999999999	-2.91
0.1	0.28631	2885.0	5.16	-2.94
0.1	0.32397	2869.0	5.181	-2.97
0.1	0.36225999999999997	2857.0	5.197	-2.99
0.1	0.40834000000000004	2845.0	5.212000000000001	-3.01
0.1	0.45735	2836.0	5.223	-3.03
0.1	0.50874	2828.0	5.231	-3.04
0.1	0.57548	2822.0	5.239	-3.05
0.1	0.6389	2818.0	5.242999999999999	-3.06
0.1	0.7226100000000001	2815.0	5.247000000000001	-3.06
0.1	0.81767	2813.0	5.249	-3.07
0.1	0.9127299999999999	2812.0	5.25	-3.07
0.1	1.0078	2811.0	5.25	-3.07
0.1	1.13455	2811.0	5.251	-3.07
0.1	1.2613	2811.0	5.251	-3.07
0.1	1.41974	2811.0	5.251	-3.07
0.1	1.6098700000000001	2811.0	5.251	-3.07
0.1	1.8	2811.0	5.251	-3.07
0.1	2.02182	2811.0	5.251	-3.07
0.1	2.24363	2811.0	5.251	-3.07
0.1	2.52883	2811.0	5.251	-3.07
0.1	2.84571	2811.0	5.251	-3.07
0.1	3.1625900000000002	2811.0	5.251	-3.07
0.1	3.57453	2811.0	5.251	-3.07
0.1	3.9864800000000002	2812.0	5.251	-3.07
0.1	4.49349	2812.0	5.251	-3.07
0.1	5.03219	2812.0	5.251	-3.07
0.1	5.63426	2812.0	5.251	-3.07
0.1	6.3314	2813.0	5.251	-3.07
0.1	7.09191	2813.0	5.251	-3.07
0.1	7.947489999999999	2813.0	5.251	-3.07
0.1	8.92982	2813.0	5.251	-3.07
0.1	10.0072	2814.0	5.251	-3.07
0.11	0.001	3023.0	3.432	-1.08
0.11	0.00114	3019.0	3.443	-1.1
0.11	0.00126	3016.0	3.4560000000000004	-1.11
0.11	0.0014199999999999998	3012.0	3.475	-1.13
0.11	0.00159	3006.0	3.5010000000000003	-1.16
0.11	0.0017800000000000001	3009.0	3.5380000000000003	-1.2
0.11	0.002	3014.0	3.59	-1.25
0.11	0.00225	3020.0	3.6460000000000004	-1.3
0.11	0.00253	3028.0	3.698	-1.35
0.11	0.00282	3035.0	3.745	-1.39
0.11	0.0032	3045.0	3.7969999999999997	-1.44
0.11	0.00355	3054.0	3.839	-1.47
0.11	0.004	3065.0	3.886	-1.51
0.11	0.00447	3078.0	3.928	-1.55
0.11	0.00506	3094.0	3.975	-1.59
0.11	0.00566	3104.0	4.016	-1.62
0.11	0.00634	3105.0	4.058	-1.66
0.11	0.0071200000000000005	3106.0	4.099	-1.7
0.11	0.008029999999999999	3108.0	4.141	-1.75
0.11	0.00895	3110.0	4.178	-1.78
0.11	0.01014	3112.0	4.218999999999999	-1.82
0.11	0.011340000000000001	3115.0	4.257	-1.86
0.11	0.0127	3117.0	4.294	-1.89
0.11	0.014230000000000001	3118.0	4.331	-1.93
0.11	0.01595	3120.0	4.368	-1.97
0.11	0.0179	3120.0	4.404	-2.0
0.11	0.02011	3121.0	4.441	-2.04
0.11	0.022609999999999998	3122.0	4.478	-2.07
0.11	0.02545	3122.0	4.513999999999999	-2.11
0.11	0.028260000000000004	3118.0	4.546	-2.14
0.11	0.031889999999999995	3115.0	4.583	-2.18
0.11	0.03549	3110.0	4.615	-2.22
0.11	0.04013	3105.0	4.651	-2.26
0.11	0.04473	3101.0	4.684	-2.29
0.11	0.05069	3095.0	4.72	-2.33
0.11	0.05658	3088.0	4.751	-2.37
0.11	0.06323	3082.0	4.783	-2.4
0.11	0.07187	3075.0	4.819	-2.44
0.11	0.08047	3067.0	4.85	-2.48
0.11	0.09018999999999999	3059.0	4.882	-2.51
0.11	0.10117999999999999	3051.0	4.914	-2.55
0.11	0.11366	3041.0	4.945	-2.59
0.11	0.12794	3030.0	4.976	-2.62
0.11	0.14192000000000002	3021.0	5.003	-2.66
0.11	0.1607	3011.0	5.034	-2.69
0.11	0.17957	3001.0	5.06	-2.73
0.11	0.20175	2990.0	5.087	-2.76
0.11	0.22848000000000002	2979.0	5.113	-2.79
0.11	0.25576	2968.0	5.1339999999999995	-2.82
0.11	0.28253	2959.0	5.151	-2.84
0.11	0.32552	2948.0	5.172000000000001	-2.87
0.11	0.36446	2940.0	5.185	-2.89
0.11	0.40543	2934.0	5.195	-2.9
0.11	0.448	2930.0	5.202000000000001	-2.91
0.11	0.50284	2926.0	5.209	-2.92
0.11	0.57426	2923.0	5.212999999999999	-2.92
0.11	0.63353	2921.0	5.215	-2.93
0.11	0.7286	2921.0	5.218	-2.93
0.11	0.8236600000000001	2920.0	5.218	-2.93
0.11	0.9187299999999999	2919.0	5.218	-2.93
0.11	1.01379	2919.0	5.218999999999999	-2.93
0.11	1.1405399999999999	2919.0	5.218999999999999	-2.93
0.11	1.26729	2919.0	5.218999999999999	-2.93
0.11	1.42573	2919.0	5.218999999999999	-2.93
0.11	1.61586	2919.0	5.218999999999999	-2.93
0.11	1.8059900000000002	2920.0	5.218999999999999	-2.93
0.11	1.9961200000000001	2920.0	5.218999999999999	-2.93
0.11	2.24962	2920.0	5.218999999999999	-2.93
0.11	2.53482	2920.0	5.218999999999999	-2.93
0.11	2.82001	2920.0	5.218999999999999	-2.93
0.11	3.16858	2920.0	5.218999999999999	-2.93
0.11	3.54884	2920.0	5.218999999999999	-2.93
0.11	3.9924699999999995	2920.0	5.218	-2.93
0.11	4.46779	2921.0	5.218999999999999	-2.93
0.11	5.0381800000000005	2921.0	5.218999999999999	-2.93
0.11	5.64025	2921.0	5.218	-2.93
0.11	6.33739	2921.0	5.218	-2.93
0.11	7.0979	2921.0	5.218	-2.93
0.11	7.95348	2921.0	5.218	-2.93
0.11	8.93581	2922.0	5.218	-2.93
0.11	10.0132	2922.0	5.218	-2.93
0.13	0.00101	3072.0	3.405	-0.96
0.13	0.0011300000000000001	3065.0	3.4210000000000003	-0.98
0.13	0.00126	3057.0	3.4419999999999997	-1.0
0.13	0.00141	3046.0	3.4739999999999998	-1.04
0.13	0.00159	3038.0	3.5189999999999997	-1.09
0.13	0.00179	3041.0	3.573	-1.14
0.13	0.002	3045.0	3.6210000000000004	-1.19
0.13	0.0022600000000000003	3051.0	3.673	-1.24
0.13	0.00252	3058.0	3.716	-1.28
0.13	0.0028399999999999996	3068.0	3.763	-1.32
0.13	0.00318	3078.0	3.806	-1.35
0.13	0.0035600000000000002	3090.0	3.8480000000000003	-1.39
0.13	0.00399	3103.0	3.891	-1.42
0.13	0.00448	3115.0	3.9330000000000003	-1.46
0.13	0.00503	3130.0	3.975	-1.49
0.13	0.00566	3142.0	4.0169999999999995	-1.53
0.13	0.006370000000000001	3143.0	4.059	-1.57
0.13	0.0071	3144.0	4.096	-1.61
0.13	0.008020000000000001	3146.0	4.138	-1.65
0.13	0.00896	3147.0	4.1739999999999995	-1.68
0.13	0.01001	3149.0	4.211	-1.72
0.13	0.01137	3153.0	4.253	-1.76
0.13	0.01275	3156.0	4.29	-1.79
0.13	0.01431	3160.0	4.327	-1.83
0.13	0.01608	3164.0	4.364	-1.86
0.13	0.0178	3167.0	4.397	-1.9
0.13	0.02001	3171.0	4.434	-1.93
0.13	0.02249	3174.0	4.47	-1.97
0.13	0.02529	3175.0	4.507	-2.0
0.13	0.02847	3173.0	4.544	-2.04
0.13	0.0321	3170.0	4.581	-2.08
0.13	0.03569	3167.0	4.612	-2.11
0.13	0.04033	3164.0	4.649	-2.15
0.13	0.04493	3162.0	4.681	-2.18
0.13	0.05087	3159.0	4.718	-2.22
0.13	0.056760000000000005	3156.0	4.75	-2.26
0.13	0.06336	3151.0	4.782	-2.29
0.13	0.07192	3146.0	4.8180000000000005	-2.33
0.13	0.08044	3141.0	4.85	-2.36
0.13	0.09007000000000001	3135.0	4.881	-2.4
0.13	0.10103	3129.0	4.913	-2.43
0.13	0.1136	3122.0	4.944	-2.47
0.13	0.12593	3115.0	4.971	-2.5
0.13	0.14255	3105.0	5.002	-2.54
0.13	0.15933	3097.0	5.029	-2.57
0.13	0.17929	3090.0	5.056	-2.6
0.13	0.20390999999999998	3082.0	5.082	-2.63
0.13	0.22428	3077.0	5.099	-2.65
0.13	0.25694	3070.0	5.12	-2.67
0.13	0.28699	3065.0	5.1339999999999995	-2.69
0.13	0.31855	3062.0	5.145	-2.7
0.13	0.35965	3059.0	5.154	-2.71
0.13	0.40202	3057.0	5.16	-2.72
0.13	0.45713000000000004	3056.0	5.165	-2.73
0.13	0.5039600000000001	3055.0	5.167000000000001	-2.73
0.13	0.5663	3054.0	5.167999999999999	-2.73
0.13	0.66137	3054.0	5.169	-2.73
0.13	0.7247399999999999	3054.0	5.169	-2.73
0.13	0.81981	3054.0	5.17	-2.73
0.13	0.9148700000000001	3054.0	5.17	-2.73
0.13	1.00994	3054.0	5.17	-2.73
0.13	1.13669	3054.0	5.17	-2.73
0.13	1.26344	3054.0	5.17	-2.73
0.13	1.42188	3054.0	5.17	-2.73
0.13	1.61201	3054.0	5.17	-2.73
0.13	1.80214	3054.0	5.169	-2.73
0.13	2.0239599999999998	3054.0	5.17	-2.73
0.13	2.2457700000000003	3054.0	5.17	-2.73
0.13	2.53097	3054.0	5.17	-2.73
0.13	2.84785	3054.0	5.17	-2.73
0.13	3.16473	3054.0	5.17	-2.73
0.13	3.5766699999999996	3054.0	5.169	-2.73
0.13	3.9886199999999996	3054.0	5.169	-2.73
0.13	4.49563	3055.0	5.17	-2.73
0.13	5.03432	3055.0	5.169	-2.73
0.13	5.6364	3055.0	5.169	-2.73
0.13	6.33354	3055.0	5.169	-2.73
0.13	7.09405	3056.0	5.169	-2.73
0.13	7.94963	3056.0	5.169	-2.73
0.13	8.93196	3056.0	5.169	-2.73
0.13	10.0094	3056.0	5.169	-2.73
0.15	0.001	3120.0	3.39	-0.85
0.15	0.00112	3110.0	3.415	-0.88
0.15	0.00126	3097.0	3.451	-0.93
0.15	0.00141	3075.0	3.498	-0.99
0.15	0.0016	3075.0	3.551	-1.04
0.15	0.00179	3077.0	3.5980000000000003	-1.09
0.15	0.00202	3080.0	3.6460000000000004	-1.13
0.15	0.0022600000000000003	3085.0	3.688	-1.17
0.15	0.00253	3092.0	3.7310000000000003	-1.21
0.15	0.0028399999999999996	3100.0	3.7739999999999996	-1.25
0.15	0.0032	3108.0	3.8160000000000003	-1.29
0.15	0.0035600000000000002	3117.0	3.8539999999999996	-1.32
0.15	0.00402	3130.0	3.897	-1.35
0.15	0.00448	3144.0	3.935	-1.38
0.15	0.00505	3163.0	3.977	-1.42
0.15	0.00562	3176.0	4.013999999999999	-1.45
0.15	0.00635	3178.0	4.056	-1.49
0.15	0.007090000000000001	3181.0	4.093999999999999	-1.52
0.15	0.00804	3183.0	4.136	-1.56
0.15	0.009	3184.0	4.173	-1.6
0.15	0.01008	3186.0	4.21	-1.64
0.15	0.0113	3189.0	4.247	-1.67
0.15	0.01268	3192.0	4.284	-1.71
0.15	0.014230000000000001	3195.0	4.321000000000001	-1.74
0.15	0.01598	3200.0	4.357	-1.78
0.15	0.01797	3204.0	4.395	-1.81
0.15	0.02023	3209.0	4.4319999999999995	-1.85
0.15	0.02244	3214.0	4.4639999999999995	-1.88
0.15	0.02525	3220.0	4.502	-1.91
0.15	0.02843	3219.0	4.539	-1.95
0.15	0.03203	3217.0	4.575	-1.98
0.15	0.03558	3216.0	4.607	-2.02
0.15	0.04017	3214.0	4.644	-2.06
0.15	0.0447	3212.0	4.676	-2.09
0.15	0.05057	3211.0	4.713	-2.13
0.15	0.056389999999999996	3209.0	4.745	-2.16
0.15	0.06393	3208.0	4.781000000000001	-2.2
0.15	0.0714	3206.0	4.814	-2.23
0.15	0.07982	3204.0	4.845	-2.26
0.15	0.08935	3202.0	4.877	-2.29
0.15	0.1002	3199.0	4.909	-2.33
0.15	0.11266	3195.0	4.94	-2.36
0.15	0.1272	3191.0	4.9719999999999995	-2.4
0.15	0.14185999999999999	3186.0	4.998	-2.42
0.15	0.15939	3180.0	5.025	-2.45
0.15	0.18120999999999998	3173.0	5.051	-2.48
0.15	0.20472	3167.0	5.073	-2.51
0.15	0.22859000000000002	3163.0	5.09	-2.53
0.15	0.25435	3159.0	5.102	-2.54
0.15	0.28817	3155.0	5.114	-2.56
0.15	0.32329	3153.0	5.122000000000001	-2.57
0.15	0.36384	3151.0	5.127000000000001	-2.57
0.15	0.40915	3150.0	5.13	-2.58
0.15	0.45648	3150.0	5.132000000000001	-2.58
0.15	0.5191399999999999	3149.0	5.132999999999999	-2.58
0.15	0.5825199999999999	3149.0	5.1339999999999995	-2.58
0.15	0.64589	3149.0	5.1339999999999995	-2.58
0.15	0.70927	3149.0	5.1339999999999995	-2.58
0.15	0.80433	3149.0	5.1339999999999995	-2.58
0.15	0.8994	3149.0	5.1339999999999995	-2.58
0.15	1.02615	3149.0	5.1339999999999995	-2.58
0.15	1.1529	3149.0	5.1339999999999995	-2.58
0.15	1.27965	3149.0	5.1339999999999995	-2.58
0.15	1.4380899999999999	3149.0	5.1339999999999995	-2.58
0.15	1.59653	3149.0	5.1339999999999995	-2.58
0.15	1.78666	3149.0	5.1339999999999995	-2.58
0.15	2.00848	3150.0	5.1339999999999995	-2.58
0.15	2.26198	3150.0	5.1339999999999995	-2.58
0.15	2.5154900000000002	3150.0	5.1339999999999995	-2.58
0.15	2.83237	3150.0	5.1339999999999995	-2.58
0.15	3.18094	3150.0	5.1339999999999995	-2.58
0.15	3.5612	3150.0	5.1339999999999995	-2.58
0.15	4.00483	3151.0	5.1339999999999995	-2.58
0.15	4.48015	3151.0	5.1339999999999995	-2.58
0.15	5.01885	3151.0	5.132999999999999	-2.58
0.15	5.65261	3151.0	5.132999999999999	-2.58
0.15	6.31806	3151.0	5.132999999999999	-2.58
0.15	7.11026	3151.0	5.132999999999999	-2.58
0.15	7.965839999999999	3152.0	5.132999999999999	-2.58
0.15	8.91648	3152.0	5.132000000000001	-2.58
0.15	10.0256	3153.0	5.132000000000001	-2.58
0.175	0.001	3163.0	3.387	-0.76
0.175	0.00112	3148.0	3.427	-0.81
0.175	0.00126	3128.0	3.4789999999999996	-0.87
0.175	0.00143	3120.0	3.529	-0.92
0.175	0.00159	3120.0	3.571	-0.97
0.175	0.00179	3120.0	3.617	-1.01
0.175	0.00201	3122.0	3.66	-1.05
0.175	0.0022600000000000003	3124.0	3.702	-1.1
0.175	0.00252	3128.0	3.739	-1.13
0.175	0.00285	3133.0	3.782	-1.17
0.175	0.0031899999999999997	3140.0	3.82	-1.2
0.175	0.0035600000000000002	3149.0	3.858	-1.24
0.175	0.00399	3161.0	3.8960000000000004	-1.27
0.175	0.004520000000000001	3178.0	3.938	-1.3
0.175	0.00506	3198.0	3.9760000000000004	-1.33
0.175	0.00565	3210.0	4.013999999999999	-1.36
0.175	0.00632	3212.0	4.052	-1.4
0.175	0.00717	3215.0	4.093999999999999	-1.44
0.175	0.008029999999999999	3217.0	4.131	-1.47
0.175	0.009009999999999999	3220.0	4.169	-1.51
0.175	0.01012	3222.0	4.206	-1.55
0.175	0.01138	3225.0	4.243	-1.58
0.175	0.01261	3227.0	4.276	-1.61
0.175	0.014180000000000002	3230.0	4.313	-1.65
0.175	0.01595	3234.0	4.35	-1.68
0.175	0.01793	3238.0	4.387	-1.72
0.175	0.02017	3244.0	4.4239999999999995	-1.75
0.175	0.0227	3251.0	4.46	-1.78
0.175	0.02518	3258.0	4.493	-1.81
0.175	0.028360000000000003	3261.0	4.53	-1.85
0.175	0.03198	3262.0	4.567	-1.89
0.175	0.03553	3262.0	4.6	-1.92
0.175	0.0401	3262.0	4.637	-1.96
0.175	0.04528	3261.0	4.6739999999999995	-1.99
0.175	0.0504	3260.0	4.706	-2.03
0.175	0.05704	3258.0	4.742	-2.06
0.175	0.06362999999999999	3258.0	4.774	-2.1
0.175	0.07107000000000001	3256.0	4.806	-2.13
0.175	0.0795	3255.0	4.8389999999999995	-2.16
0.175	0.09059	3254.0	4.875	-2.2
0.175	0.10013999999999999	3253.0	4.902	-2.23
0.175	0.11295999999999999	3252.0	4.934	-2.26
0.175	0.12818	3251.0	4.966	-2.29
0.175	0.14394	3249.0	4.992	-2.32
0.175	0.1599	3246.0	5.013999999999999	-2.34
0.175	0.17995	3243.0	5.0360000000000005	-2.36
0.175	0.20038	3241.0	5.053	-2.38
0.175	0.22834000000000002	3239.0	5.069	-2.4
0.175	0.25178	3237.0	5.079	-2.41
0.175	0.28206	3236.0	5.087	-2.42
0.175	0.32329	3235.0	5.093	-2.43
0.175	0.36246999999999996	3234.0	5.096	-2.43
0.175	0.4034	3234.0	5.0969999999999995	-2.43
0.175	0.46188	3234.0	5.098	-2.43
0.175	0.5252600000000001	3234.0	5.099	-2.43
0.175	0.58863	3234.0	5.099	-2.43
0.175	0.6520100000000001	3234.0	5.099	-2.43
0.175	0.71539	3234.0	5.099	-2.43
0.175	0.81045	3234.0	5.099	-2.43
0.175	0.90551	3234.0	5.099	-2.43
0.175	1.00058	3234.0	5.099	-2.43
0.175	1.12733	3234.0	5.099	-2.43
0.175	1.28577	3234.0	5.099	-2.43
0.175	1.44421	3234.0	5.099	-2.43
0.175	1.60265	3234.0	5.099	-2.43
0.175	1.7927799999999998	3234.0	5.099	-2.43
0.175	2.0146	3234.0	5.099	-2.43
0.175	2.2681	3234.0	5.099	-2.43
0.175	2.52161	3234.0	5.099	-2.43
0.175	2.83849	3234.0	5.099	-2.43
0.175	3.18706	3234.0	5.098	-2.43
0.175	3.56731	3235.0	5.099	-2.43
