mass	age	Teff	logg	logL
0.175	4.01095	3235.0	5.098	-2.43
0.175	4.486269999999999	3235.0	5.098	-2.43
0.175	5.02497	3235.0	5.0969999999999995	-2.43
0.175	5.62704	3236.0	5.0969999999999995	-2.43
0.175	6.32418	3236.0	5.0969999999999995	-2.43
0.175	7.084689999999999	3236.0	5.096	-2.43
0.175	7.97196	3237.0	5.095	-2.43
0.175	8.9226	3237.0	5.093999999999999	-2.43
0.175	10.0317	3237.0	5.093	-2.43
0.2	0.001	3193.0	3.4010000000000002	-0.7
0.2	0.0011300000000000001	3175.0	3.452	-0.76
0.2	0.00126	3157.0	3.498	-0.82
0.2	0.00143	3159.0	3.545	-0.86
0.2	0.0016	3159.0	3.5869999999999997	-0.9
0.2	0.00179	3160.0	3.6289999999999996	-0.94
0.2	0.00202	3162.0	3.6710000000000003	-0.99
0.2	0.00225	3164.0	3.708	-1.02
0.2	0.00252	3167.0	3.7460000000000004	-1.06
0.2	0.00286	3171.0	3.787	-1.1
0.2	0.0032	3178.0	3.825	-1.13
0.2	0.00359	3186.0	3.863	-1.16
0.2	0.00403	3197.0	3.9010000000000002	-1.2
0.2	0.004520000000000001	3211.0	3.9389999999999996	-1.23
0.2	0.00507	3225.0	3.977	-1.26
0.2	0.005679999999999999	3234.0	4.013999999999999	-1.29
0.2	0.006370000000000001	3237.0	4.052	-1.33
0.2	0.00716	3240.0	4.09	-1.36
0.2	0.00805	3244.0	4.128	-1.4
0.2	0.00892	3247.0	4.1610000000000005	-1.43
0.2	0.010029999999999999	3251.0	4.198	-1.46
0.2	0.011290000000000001	3255.0	4.235	-1.5
0.2	0.012709999999999999	3259.0	4.273	-1.54
0.2	0.01432	3263.0	4.31	-1.57
0.2	0.01589	3267.0	4.343	-1.6
0.2	0.0179	3273.0	4.38	-1.63
0.2	0.02016	3279.0	4.417	-1.67
0.2	0.022680000000000002	3286.0	4.454	-1.7
0.2	0.02514	3295.0	4.487	-1.73
0.2	0.02828	3298.0	4.523	-1.76
0.2	0.03185	3299.0	4.56	-1.8
0.2	0.035930000000000004	3301.0	4.598	-1.84
0.2	0.03996	3301.0	4.63	-1.87
0.2	0.045160000000000006	3302.0	4.667	-1.91
0.2	0.050289999999999994	3303.0	4.7	-1.94
0.2	0.05691	3303.0	4.736000000000001	-1.98
0.2	0.06347	3302.0	4.768	-2.01
0.2	0.07087	3301.0	4.8	-2.04
0.2	0.08058	3301.0	4.837	-2.08
0.2	0.09043999999999999	3300.0	4.869	-2.11
0.2	0.10013999999999999	3299.0	4.896	-2.14
0.2	0.11337	3299.0	4.928	-2.17
0.2	0.12696	3298.0	4.955	-2.2
0.2	0.14359	3298.0	4.982	-2.22
0.2	0.16111	3297.0	5.004	-2.25
0.2	0.17901	3295.0	5.021	-2.26
0.2	0.20409000000000002	3294.0	5.039	-2.28
0.2	0.22516	3292.0	5.048	-2.29
0.2	0.25243000000000004	3292.0	5.0569999999999995	-2.3
0.2	0.28719	3291.0	5.063	-2.31
0.2	0.31675	3291.0	5.066	-2.31
0.2	0.36784	3290.0	5.069	-2.31
0.2	0.42118999999999995	3290.0	5.07	-2.32
0.2	0.45288	3290.0	5.07	-2.32
0.2	0.51626	3290.0	5.07	-2.32
0.2	0.57963	3290.0	5.071000000000001	-2.32
0.2	0.6430100000000001	3290.0	5.071000000000001	-2.32
0.2	0.73807	3290.0	5.071000000000001	-2.32
0.2	0.80145	3290.0	5.071000000000001	-2.32
0.2	0.89651	3290.0	5.07	-2.32
0.2	1.0232700000000001	3290.0	5.07	-2.32
0.2	1.15002	3290.0	5.07	-2.32
0.2	1.2767700000000002	3290.0	5.07	-2.32
0.2	1.43521	3290.0	5.07	-2.32
0.2	1.59365	3290.0	5.07	-2.32
0.2	1.78378	3291.0	5.07	-2.32
0.2	2.0056	3291.0	5.07	-2.32
0.2	2.2591	3291.0	5.07	-2.32
0.2	2.51261	3291.0	5.07	-2.31
0.2	2.8294900000000003	3291.0	5.069	-2.31
0.2	3.17806	3291.0	5.069	-2.31
0.2	3.5583099999999996	3292.0	5.069	-2.31
0.2	4.00195	3292.0	5.0680000000000005	-2.31
0.2	4.47727	3292.0	5.067	-2.31
0.2	5.015969999999999	3292.0	5.066	-2.31
0.2	5.64973	3292.0	5.066	-2.31
0.2	6.315180000000001	3292.0	5.065	-2.31
0.2	7.10738	3293.0	5.063	-2.31
0.2	7.962960000000001	3293.0	5.062	-2.31
0.2	8.9136	3294.0	5.06	-2.3
0.2	10.0227	3295.0	5.058	-2.3
0.25	0.001	3242.0	3.4339999999999997	-0.61
0.25	0.0011300000000000001	3224.0	3.4810000000000003	-0.66
0.25	0.0012699999999999999	3221.0	3.523	-0.71
0.25	0.0014199999999999998	3228.0	3.56	-0.74
0.25	0.0016	3234.0	3.602	-0.78
0.25	0.0017800000000000001	3240.0	3.639	-0.81
0.25	0.00201	3245.0	3.681	-0.85
0.25	0.00225	3249.0	3.718	-0.89
0.25	0.00252	3252.0	3.755	-0.92
0.25	0.00282	3255.0	3.792	-0.96
0.25	0.00317	3259.0	3.8289999999999997	-0.99
0.25	0.0035600000000000002	3264.0	3.867	-1.03
0.25	0.004	3270.0	3.904	-1.06
0.25	0.00451	3278.0	3.9419999999999997	-1.1
0.25	0.00507	3287.0	3.9789999999999996	-1.13
0.25	0.00562	3292.0	4.012	-1.16
0.25	0.00634	3292.0	4.05	-1.2
0.25	0.00715	3294.0	4.088	-1.23
0.25	0.00795	3296.0	4.121	-1.27
0.25	0.00898	3300.0	4.159	-1.3
0.25	0.01015	3303.0	4.196000000000001	-1.34
0.25	0.011290000000000001	3307.0	4.229	-1.37
0.25	0.012759999999999999	3312.0	4.2669999999999995	-1.4
0.25	0.0142	3317.0	4.3	-1.43
0.25	0.016040000000000002	3323.0	4.338	-1.47
0.25	0.017830000000000002	3328.0	4.37	-1.5
0.25	0.020130000000000002	3336.0	4.408	-1.53
0.25	0.02271	3344.0	4.445	-1.57
0.25	0.025230000000000002	3354.0	4.478	-1.59
0.25	0.02843	3360.0	4.515	-1.63
0.25	0.03205	3360.0	4.552	-1.66
0.25	0.03561	3360.0	4.585	-1.7
0.25	0.04018	3360.0	4.622	-1.73
0.25	0.0447	3360.0	4.654	-1.77
0.25	0.05056	3361.0	4.691	-1.8
0.25	0.0564	3363.0	4.723	-1.83
0.25	0.06402999999999999	3365.0	4.76	-1.87
0.25	0.07168	3367.0	4.792	-1.9
0.25	0.08044	3370.0	4.825	-1.93
0.25	0.09058	3371.0	4.857	-1.96
0.25	0.10071000000000001	3372.0	4.8839999999999995	-1.99
0.25	0.11267	3373.0	4.9110000000000005	-2.02
0.25	0.12730999999999998	3374.0	4.938	-2.04
0.25	0.14278	3374.0	4.961	-2.07
0.25	0.15859	3374.0	4.978	-2.08
0.25	0.1805	3375.0	4.995	-2.1
0.25	0.20356	3374.0	5.007	-2.11
0.25	0.22745	3374.0	5.013999999999999	-2.12
0.25	0.25286	3374.0	5.019	-2.12
0.25	0.29079	3373.0	5.023	-2.13
0.25	0.32303000000000004	3373.0	5.025	-2.13
0.25	0.36945	3373.0	5.026	-2.13
0.25	0.39983	3373.0	5.026	-2.13
0.25	0.4632	3373.0	5.026	-2.13
0.25	0.52658	3373.0	5.026	-2.13
0.25	0.58996	3373.0	5.026	-2.13
0.25	0.65333	3373.0	5.026	-2.13
0.25	0.7167100000000001	3373.0	5.026	-2.13
0.25	0.81177	3373.0	5.026	-2.13
0.25	0.90684	3373.0	5.026	-2.13
0.25	1.0019	3374.0	5.026	-2.13
0.25	1.12865	3374.0	5.026	-2.13
0.25	1.28709	3374.0	5.025	-2.13
0.25	1.41385	3374.0	5.025	-2.13
0.25	1.60398	3374.0	5.025	-2.13
0.25	1.7941	3374.0	5.024	-2.13
0.25	2.01592	3374.0	5.023	-2.13
0.25	2.26943	3374.0	5.023	-2.13
0.25	2.52293	3374.0	5.022	-2.13
0.25	2.83981	3374.0	5.021	-2.13
0.25	3.18838	3374.0	5.019	-2.12
0.25	3.5686400000000003	3375.0	5.018	-2.12
0.25	4.01227	3375.0	5.0169999999999995	-2.12
0.25	4.48759	3376.0	5.015	-2.12
0.25	5.02629	3376.0	5.013	-2.12
0.25	5.62836	3376.0	5.01	-2.11
0.25	6.3255	3377.0	5.008	-2.11
0.25	7.086010000000001	3378.0	5.006	-2.11
0.25	7.97328	3378.0	5.003	-2.11
0.25	8.923919999999999	3378.0	5.0	-2.1
0.25	10.0013	3378.0	4.998	-2.1
0.3	0.00101	3281.0	3.455	-0.53
0.3	0.00114	3267.0	3.497	-0.58
0.3	0.0012699999999999999	3274.0	3.534	-0.61
0.3	0.0014199999999999998	3283.0	3.572	-0.65
0.3	0.00159	3292.0	3.609	-0.68
0.3	0.0018	3303.0	3.6510000000000002	-0.71
0.3	0.00202	3313.0	3.688	-0.75
0.3	0.00227	3320.0	3.725	-0.78
0.3	0.0025399999999999997	3327.0	3.763	-0.81
0.3	0.00285	3332.0	3.8	-0.85
0.3	0.0032	3336.0	3.8369999999999997	-0.88
0.3	0.00359	3338.0	3.8739999999999997	-0.92
0.3	0.00404	3340.0	3.911	-0.95
0.3	0.00448	3343.0	3.943	-0.99
0.3	0.00505	3345.0	3.98	-1.02
0.3	0.0057	3346.0	4.018	-1.06
0.3	0.00634	3344.0	4.05	-1.09
0.3	0.00717	3343.0	4.088	-1.13
0.3	0.00799	3343.0	4.121	-1.16
0.3	0.00892	3343.0	4.154	-1.2
0.3	0.01011	3345.0	4.192	-1.23
0.3	0.01128	3347.0	4.224	-1.26
0.3	0.012790000000000001	3352.0	4.262	-1.3
0.3	0.01427	3357.0	4.296	-1.33
0.3	0.01591	3364.0	4.329	-1.36
0.3	0.018019999999999998	3372.0	4.3660000000000005	-1.39
0.3	0.020069999999999998	3381.0	4.399	-1.42
0.3	0.022680000000000002	3393.0	4.437	-1.45
0.3	0.02522	3404.0	4.47	-1.48
0.3	0.028439999999999997	3414.0	4.507	-1.51
0.3	0.03209	3414.0	4.545	-1.55
0.3	0.03569	3414.0	4.577	-1.58
0.3	0.04034	3414.0	4.615	-1.62
0.3	0.04494	3414.0	4.647	-1.65
0.3	0.05089	3414.0	4.684	-1.69
0.3	0.05682	3414.0	4.717	-1.72
0.3	0.06352999999999999	3415.0	4.749	-1.75
0.3	0.07121	3417.0	4.781000000000001	-1.79
0.3	0.08012000000000001	3418.0	4.813	-1.82
0.3	0.09064	3421.0	4.845	-1.85
0.3	0.1014	3424.0	4.873	-1.87
0.3	0.11444000000000001	3427.0	4.9	-1.9
0.3	0.12794	3429.0	4.923	-1.92
0.3	0.14157	3432.0	4.94	-1.94
0.3	0.16130999999999998	3433.0	4.958	-1.95
0.3	0.17789000000000002	3435.0	4.968999999999999	-1.96
0.3	0.2037	3436.0	4.979	-1.97
0.3	0.22578	3436.0	4.985	-1.98
0.3	0.25444	3436.0	4.989	-1.98
0.3	0.29473	3437.0	4.9910000000000005	-1.99
0.3	0.33681	3437.0	4.992	-1.99
0.3	0.36435	3437.0	4.993	-1.99
0.3	0.42773	3437.0	4.993	-1.99
0.3	0.45942	3437.0	4.993	-1.99
0.3	0.5228	3437.0	4.993	-1.99
0.3	0.58617	3437.0	4.993	-1.99
0.3	0.64955	3437.0	4.992	-1.99
0.3	0.71292	3437.0	4.992	-1.99
0.3	0.80799	3437.0	4.992	-1.99
0.3	0.90305	3437.0	4.9910000000000005	-1.99
0.3	1.0298	3437.0	4.9910000000000005	-1.98
0.3	1.12487	3437.0	4.99	-1.98
0.3	1.28331	3437.0	4.989	-1.98
0.3	1.44175	3437.0	4.988	-1.98
0.3	1.60019	3437.0	4.987	-1.98
0.3	1.7903200000000001	3437.0	4.986000000000001	-1.98
0.3	2.01213	3437.0	4.985	-1.98
0.3	2.2656400000000003	3437.0	4.9830000000000005	-1.98
0.3	2.51914	3437.0	4.981	-1.97
0.3	2.83602	3436.0	4.979	-1.97
0.3	3.18459	3436.0	4.976	-1.97
0.3	3.56485	3436.0	4.974	-1.97
0.3	4.0084800000000005	3436.0	4.9719999999999995	-1.97
0.3	4.48381	3436.0	4.968999999999999	-1.96
0.3	5.0225	3436.0	4.966	-1.96
0.3	5.62458	3436.0	4.963	-1.96
0.3	6.3217099999999995	3436.0	4.961	-1.96
0.3	7.08223	3436.0	4.958	-1.95
0.3	7.9695	3436.0	4.955	-1.95
0.3	8.92014	3436.0	4.953	-1.95
0.3	10.0292	3436.0	4.95	-1.94
0.35	0.001	3318.0	3.47	-0.46
0.35	0.0011300000000000001	3308.0	3.5069999999999997	-0.5
0.35	0.0012699999999999999	3323.0	3.545	-0.53
0.35	0.00143	3337.0	3.582	-0.56
0.35	0.0016	3348.0	3.6189999999999998	-0.59
0.35	0.0018	3359.0	3.657	-0.62
0.35	0.00202	3369.0	3.694	-0.66
0.35	0.00224	3376.0	3.7260000000000004	-0.68
0.35	0.00252	3384.0	3.764	-0.72
0.35	0.00283	3390.0	3.801	-0.75
0.35	0.0031899999999999997	3395.0	3.838	-0.79
0.35	0.00359	3398.0	3.875	-0.82
0.35	0.00404	3400.0	3.912	-0.86
0.35	0.00448	3401.0	3.944	-0.89
0.35	0.00504	3402.0	3.9819999999999998	-0.93
0.35	0.00569	3400.0	4.018	-0.96
0.35	0.00633	3399.0	4.051	-1.0
0.35	0.00716	3397.0	4.088	-1.03
0.35	0.00799	3396.0	4.121	-1.07
0.35	0.00891	3395.0	4.1530000000000005	-1.1
0.35	0.01011	3396.0	4.191	-1.14
0.35	0.011290000000000001	3397.0	4.224	-1.17
0.35	0.012620000000000001	3399.0	4.257	-1.2
0.35	0.01432	3403.0	4.295	-1.24
0.35	0.016	3408.0	4.328	-1.27
0.35	0.01787	3414.0	4.361000000000001	-1.3
0.35	0.02026	3422.0	4.398	-1.33
0.35	0.0226	3431.0	4.431	-1.36
0.35	0.02519	3441.0	4.465	-1.39
0.35	0.028489999999999998	3452.0	4.503	-1.42
0.35	0.03172	3453.0	4.535	-1.45
0.35	0.03588	3455.0	4.573	-1.49
0.35	0.040010000000000004	3455.0	4.606	-1.52
0.35	0.04467	3457.0	4.638999999999999	-1.56
0.35	0.05078	3458.0	4.676	-1.59
0.35	0.05694	3459.0	4.709	-1.62
0.35	0.06404	3461.0	4.7410000000000005	-1.66
0.35	0.07103999999999999	3463.0	4.769	-1.68
0.35	0.08056	3466.0	4.802	-1.71
0.35	0.09025	3468.0	4.83	-1.74
0.35	0.10188	3471.0	4.857	-1.77
0.35	0.11370999999999999	3475.0	4.88	-1.79
0.35	0.1285	3477.0	4.902	-1.81
0.35	0.14262	3479.0	4.919	-1.82
0.35	0.16355999999999998	3482.0	4.936	-1.84
0.35	0.18704	3483.0	4.948	-1.85
0.35	0.21156999999999998	3483.0	4.955	-1.86
0.35	0.22762	3483.0	4.958	-1.86
0.35	0.27001	3482.0	4.96	-1.86
0.35	0.29775	3481.0	4.96	-1.86
0.35	0.32944	3480.0	4.959	-1.86
0.35	0.36113	3480.0	4.958	-1.86
0.35	0.4245	3479.0	4.954	-1.86
0.35	0.45619	3479.0	4.953	-1.86
0.35	0.51957	3478.0	4.95	-1.86
0.35	0.58294	3477.0	4.948	-1.85
0.35	0.64632	3477.0	4.946000000000001	-1.85
0.35	0.7097	3477.0	4.945	-1.85
0.35	0.79948	3481.0	4.958	-1.86
0.35	0.89454	3479.0	4.956	-1.86
0.35	1.0213	3478.0	4.95	-1.86
0.35	1.14805	3477.0	4.946000000000001	-1.85
0.35	1.26952	3480.0	4.955	-1.86
0.35	1.4279600000000001	3478.0	4.95	-1.86
0.35	1.5864	3479.0	4.95	-1.86
0.35	1.8029400000000002	3478.0	4.947	-1.85
0.35	2.01947	3478.0	4.948	-1.85
0.35	2.2412900000000002	3478.0	4.948	-1.85
0.35	2.52648	3477.0	4.944	-1.85
0.35	2.8433599999999997	3477.0	4.942	-1.85
0.35	3.1919299999999997	3477.0	4.941	-1.85
0.35	3.57219	3477.0	4.939	-1.85
0.35	3.9841300000000004	3476.0	4.935	-1.84
0.35	4.491140000000001	3476.0	4.9319999999999995	-1.84
0.35	5.02984	3475.0	4.928999999999999	-1.84
0.35	5.6319099999999995	3475.0	4.926	-1.83
0.35	6.32905	3475.0	4.9239999999999995	-1.83
0.35	7.08957	3475.0	4.921	-1.83
0.35	7.945139999999999	3475.0	4.918	-1.83
0.35	8.92747	3475.0	4.916	-1.82
0.35	10.0049	3475.0	4.914	-1.82
0.4	0.001	3357.0	3.4819999999999998	-0.39
0.4	0.0011300000000000001	3357.0	3.5189999999999997	-0.43
0.4	0.00126	3369.0	3.552	-0.46
0.4	0.00143	3382.0	3.59	-0.49
0.4	0.00161	3394.0	3.627	-0.52
0.4	0.00179	3404.0	3.66	-0.55
0.4	0.00201	3416.0	3.697	-0.58
0.4	0.00227	3425.0	3.734	-0.61
0.4	0.00251	3432.0	3.767	-0.64
0.4	0.00283	3440.0	3.804	-0.67
0.4	0.0031899999999999997	3445.0	3.841	-0.71
0.4	0.0036	3449.0	3.878	-0.74
0.4	0.004	3452.0	3.911	-0.77
0.4	0.00451	3454.0	3.948	-0.81
0.4	0.0050100000000000006	3455.0	3.98	-0.84
0.4	0.00566	3455.0	4.0169999999999995	-0.88
0.4	0.00639	3454.0	4.053999999999999	-0.91
0.4	0.007109999999999999	3453.0	4.086	-0.95
0.4	0.00804	3451.0	4.123	-0.98
0.4	0.00896	3451.0	4.156000000000001	-1.02
0.4	0.01	3451.0	4.189	-1.05
0.4	0.01135	3451.0	4.226	-1.09
0.4	0.01268	3451.0	4.2589999999999995	-1.12
0.4	0.014169999999999999	3452.0	4.291	-1.15
0.4	0.01609	3455.0	4.329	-1.19
0.4	0.01798	3459.0	4.362	-1.22
0.4	0.02009	3464.0	4.395	-1.25
0.4	0.02245	3471.0	4.428	-1.28
0.4	0.02547	3479.0	4.466	-1.31
0.4	0.028439999999999997	3489.0	4.499	-1.34
0.4	0.031760000000000004	3491.0	4.532	-1.37
0.4	0.035519999999999996	3493.0	4.565	-1.41
0.4	0.04043	3495.0	4.603	-1.44
0.4	0.04537	3499.0	4.636	-1.47
0.4	0.05017	3501.0	4.664	-1.5
0.4	0.056429999999999994	3504.0	4.697	-1.53
0.4	0.06355	3508.0	4.728	-1.56
0.4	0.07175	3511.0	4.758	-1.59
0.4	0.07995	3515.0	4.784	-1.61
0.4	0.08965	3520.0	4.81	-1.64
0.4	0.10157000000000001	3525.0	4.835	-1.66
0.4	0.11419000000000001	3529.0	4.856	-1.68
0.4	0.12629	3533.0	4.872	-1.69
0.4	0.14224	3537.0	4.888	-1.71
0.4	0.15988	3539.0	4.901	-1.72
0.4	0.18467999999999998	3539.0	4.912	-1.73
0.4	0.21058000000000002	3538.0	4.918	-1.74
0.4	0.22754000000000002	3537.0	4.92	-1.74
0.4	0.2723	3534.0	4.922	-1.74
0.4	0.3016	3533.0	4.921	-1.74
0.4	0.33329000000000003	3531.0	4.92	-1.74
0.4	0.36498	3530.0	4.919	-1.74
0.4	0.42835	3529.0	4.916	-1.74
0.4	0.46003999999999995	3528.0	4.914	-1.74
0.4	0.52342	3526.0	4.912	-1.74
0.4	0.5868	3525.0	4.91	-1.73
0.4	0.65017	3525.0	4.908	-1.73
0.4	0.71355	3524.0	4.906000000000001	-1.73
0.4	0.80861	3523.0	4.904	-1.73
0.4	0.9036799999999999	3523.0	4.9030000000000005	-1.73
0.4	1.03043	3522.0	4.901	-1.73
0.4	1.1254899999999999	3522.0	4.9	-1.73
0.4	1.28393	3521.0	4.899	-1.73
0.4	1.4423700000000002	3521.0	4.898	-1.72
0.4	1.60081	3521.0	4.897	-1.72
0.4	1.7909400000000002	3521.0	4.896	-1.72
0.4	2.0127599999999997	3521.0	4.896	-1.72
0.4	2.26626	3521.0	4.895	-1.72
0.4	2.5197700000000003	3521.0	4.894	-1.72
0.4	2.83665	3521.0	4.893	-1.72
0.4	3.18522	3521.0	4.893	-1.72
0.4	3.5654800000000004	3521.0	4.8919999999999995	-1.72
0.4	4.00911	3522.0	4.891	-1.72
0.4	4.484430000000001	3522.0	4.89	-1.72
0.4	5.02313	3522.0	4.888	-1.71
0.4	5.6252	3522.0	4.887	-1.71
0.4	6.3223400000000005	3522.0	4.886	-1.71
0.4	7.08285	3523.0	4.885	-1.71
0.4	7.97012	3523.0	4.8839999999999995	-1.71
0.4	8.920760000000001	3523.0	4.883	-1.71
0.4	10.0298	3524.0	4.882	-1.71
0.45	0.00101	3388.0	3.4939999999999998	-0.34
0.45	0.0011300000000000001	3395.0	3.5269999999999997	-0.37
0.45	0.00126	3410.0	3.56	-0.39
0.45	0.00143	3427.0	3.597	-0.42
0.45	0.0016	3439.0	3.63	-0.45
0.45	0.0018	3451.0	3.667	-0.48
0.45	0.00201	3460.0	3.7	-0.51
0.45	0.00227	3468.0	3.737	-0.54
0.45	0.00252	3475.0	3.77	-0.57
0.45	0.0028399999999999996	3481.0	3.807	-0.6
0.45	0.00321	3486.0	3.844	-0.64
0.45	0.0035600000000000002	3489.0	3.877	-0.67
0.45	0.00403	3492.0	3.9139999999999997	-0.7
0.45	0.00448	3494.0	3.946	-0.74
0.45	0.00507	3495.0	3.984	-0.77
0.45	0.00565	3497.0	4.016	-0.8
0.45	0.006379999999999999	3500.0	4.053	-0.84
0.45	0.0071	3502.0	4.085	-0.87
0.45	0.008029999999999999	3503.0	4.122	-0.91
0.45	0.00894	3503.0	4.155	-0.94
0.45	0.01011	3503.0	4.192	-0.98
0.45	0.01128	3503.0	4.224	-1.01
0.45	0.01278	3503.0	4.261	-1.05
0.45	0.014280000000000001	3503.0	4.294	-1.08
0.45	0.01595	3505.0	4.327	-1.11
0.45	0.01782	3507.0	4.359	-1.14
0.45	0.02025	3510.0	4.397	-1.18
0.45	0.02265	3513.0	4.43	-1.21
0.45	0.02537	3518.0	4.463	-1.24
0.45	0.02843	3523.0	4.496	-1.27
0.45	0.0319	3525.0	4.529	-1.3
0.45	0.03581	3526.0	4.562	-1.34
0.45	0.04013	3529.0	4.593999999999999	-1.37
0.45	0.044910000000000005	3532.0	4.624	-1.39
0.45	0.05022	3536.0	4.6530000000000005	-1.42
0.45	0.05705	3542.0	4.686	-1.45
0.45	0.06384	3548.0	4.713	-1.48
0.45	0.07162	3555.0	4.739	-1.5
0.45	0.08073999999999999	3565.0	4.763999999999999	-1.52
0.45	0.09007000000000001	3574.0	4.785	-1.53
0.45	0.10149	3583.0	4.805	-1.55
0.45	0.11348	3593.0	4.822	-1.56
0.45	0.12669	3602.0	4.836	-1.57
0.45	0.14401	3607.0	4.849	-1.58
0.45	0.16457	3611.0	4.86	-1.59
0.45	0.18603	3609.0	4.868	-1.6
0.45	0.20008	3607.0	4.871	-1.6
0.45	0.23718000000000003	3602.0	4.875	-1.61
0.45	0.26145999999999997	3599.0	4.875	-1.61
0.45	0.29059	3597.0	4.874	-1.61
0.45	0.32228	3594.0	4.873	-1.61
0.45	0.38566	3591.0	4.87	-1.61
0.45	0.41735	3589.0	4.869	-1.61
0.45	0.44903000000000004	3588.0	4.868	-1.61
0.45	0.51241	3587.0	4.8660000000000005	-1.61
0.45	0.5757899999999999	3586.0	4.865	-1.61
0.45	0.6391600000000001	3585.0	4.864	-1.61
0.45	0.73423	3584.0	4.862	-1.61
0.45	0.7976	3583.0	4.862	-1.61
0.45	0.8926700000000001	3583.0	4.861000000000001	-1.61
0.45	1.01942	3583.0	4.86	-1.61
0.45	1.1461700000000001	3582.0	4.859	-1.6
0.45	1.27292	3582.0	4.8580000000000005	-1.6
0.45	1.43136	3582.0	4.857	-1.6
0.45	1.5898	3582.0	4.857	-1.6
0.45	1.77993	3582.0	4.856	-1.6
0.45	2.00175	3582.0	4.855	-1.6
0.45	2.25525	3582.0	4.854	-1.6
0.45	2.54045	3581.0	4.853	-1.6
0.45	2.82564	3581.0	4.852	-1.6
0.45	3.17421	3581.0	4.851	-1.6
0.45	3.55447	3581.0	4.85	-1.6
0.45	3.9981	3581.0	4.849	-1.6
0.45	4.47342	3582.0	4.848	-1.59
0.45	5.0121199999999995	3582.0	4.8469999999999995	-1.59
0.45	5.64588	3582.0	4.846	-1.59
0.45	6.31133	3583.0	4.845	-1.59
0.45	7.10353	3583.0	4.843	-1.59
0.45	7.959110000000001	3583.0	4.842	-1.59
0.45	8.94144	3584.0	4.841	-1.59
0.45	10.0188	3584.0	4.8389999999999995	-1.58
0.5	0.00101	3427.0	3.505	-0.28
0.5	0.00112	3440.0	3.533	-0.3
0.5	0.00128	3456.0	3.571	-0.33
0.5	0.00143	3468.0	3.6039999999999996	-0.36
0.5	0.0016	3479.0	3.636	-0.39
0.5	0.00179	3488.0	3.6689999999999996	-0.42
0.5	0.00202	3497.0	3.707	-0.45
0.5	0.0022600000000000003	3505.0	3.74	-0.48
0.5	0.00251	3513.0	3.772	-0.51
0.5	0.0028399999999999996	3520.0	3.81	-0.54
0.5	0.00316	3525.0	3.842	-0.57
0.5	0.0035700000000000003	3530.0	3.8789999999999996	-0.6
0.5	0.00404	3533.0	3.9160000000000004	-0.64
0.5	0.0045	3536.0	3.949	-0.67
0.5	0.00509	3538.0	3.986	-0.71
0.5	0.0056700000000000006	3542.0	4.019	-0.74
0.5	0.00632	3547.0	4.051	-0.77
0.5	0.00715	3551.0	4.088	-0.8
0.5	0.00796	3554.0	4.12	-0.83
0.5	0.009	3555.0	4.157	-0.87
0.5	0.01001	3555.0	4.19	-0.9
0.5	0.01132	3555.0	4.227	-0.94
0.5	0.012620000000000001	3554.0	4.2589999999999995	-0.97
0.5	0.0143	3553.0	4.296	-1.01
0.5	0.01598	3553.0	4.328	-1.04
0.5	0.01787	3553.0	4.361000000000001	-1.08
0.5	0.02001	3554.0	4.394	-1.11
0.5	0.02245	3555.0	4.427	-1.14
0.5	0.02521	3558.0	4.46	-1.17
0.5	0.02828	3561.0	4.492	-1.2
0.5	0.031639999999999995	3562.0	4.522	-1.23
0.5	0.03589	3565.0	4.556	-1.26
0.5	0.03999	3568.0	4.585	-1.29
0.5	0.04518	3573.0	4.615	-1.32
0.5	0.05022	3578.0	4.64	-1.34
0.5	0.05665	3588.0	4.668	-1.37
0.5	0.06396	3598.0	4.6930000000000005	-1.39
0.5	0.0713	3610.0	4.7139999999999995	-1.4
0.5	0.07986	3624.0	4.7330000000000005	-1.41
0.5	0.09015	3641.0	4.751	-1.42
0.5	0.10112	3658.0	4.765	-1.43
0.5	0.11388	3675.0	4.7780000000000005	-1.43
0.5	0.12765	3687.0	4.789	-1.44
0.5	0.14399	3693.0	4.8	-1.45
0.5	0.16105	3691.0	4.808	-1.46
0.5	0.18562	3682.0	4.817	-1.47
0.5	0.2017	3676.0	4.82	-1.47
0.5	0.24415	3667.0	4.822	-1.48
0.5	0.27194	3664.0	4.821000000000001	-1.48
0.5	0.30363	3661.0	4.82	-1.48
0.5	0.33532	3658.0	4.8180000000000005	-1.48
0.5	0.367	3657.0	4.817	-1.48
0.5	0.39869	3656.0	4.817	-1.48
0.5	0.46207	3653.0	4.815	-1.48
0.5	0.52544	3653.0	4.814	-1.48
0.5	0.58882	3652.0	4.814	-1.48
0.5	0.6522	3651.0	4.813	-1.48
0.5	0.7155699999999999	3650.0	4.812	-1.48
0.5	0.8106399999999999	3650.0	4.811	-1.48
0.5	0.9057	3649.0	4.811	-1.48
0.5	1.0007700000000002	3649.0	4.81	-1.48
0.5	1.12752	3649.0	4.809	-1.48
0.5	1.28596	3649.0	4.808	-1.48
0.5	1.4127100000000001	3649.0	4.808	-1.48
0.5	1.60284	3648.0	4.8069999999999995	-1.47
0.5	1.7929700000000002	3648.0	4.806	-1.47
0.5	2.01478	3648.0	4.805	-1.47
0.5	2.2682900000000004	3648.0	4.803999999999999	-1.47
0.5	2.52179	3648.0	4.803	-1.47
0.5	2.83867	3648.0	4.802	-1.47
