wl,id
1.1831409,Mg I
1.1842238,Ca II
1.1886096000000002,Fe I
1.1887334999999999,Fe I
1.189374,Fe I
1.1896127,Ti I
1.1952813,Ti I
1.1953015,Ca II
1.1976326000000002,Fe I
1.1977133999999998,Ti I
1.1987475,Si I
1.1994848,Si I
1.2034808000000001,Si I
1.2043117,Mg I
1.2085302,Si I
1.2086581,Mg I
1.2086955,Mg I
1.2106853000000002,Si I
1.2193432,Fe I
1.2230455,Fe I
1.2274053999999999,Si I
1.2393557,Si I
1.2399228999999998,Si I
1.2426428,Mg I
1.2435646,K I
1.2436854,Mg I
1.2525237,Cr I
1.2525537,K I
1.256043,Fe I
1.2603718000000002,Ti I
1.2619373999999999,Fe I
1.2652198000000001,Fe I
1.2674569,Ti I
1.2682612,Na I
1.2741874,Ti I
1.2810648999999998,Fe I
1.2814987,Ti I
1.2819546,Ca I
1.2821606,H I
1.2825178999999998,Ti I
1.2828366000000002,Fe I
1.2834941999999998,Ti I
1.2850548000000002,Ti I
1.2883288,Fe I
1.2903364,Mn I
1.2913618999999998,Cr I
1.2935865,Ni I
1.2940556,Cr I
1.29795,Mn I
1.3010241000000002,Fe I
1.3015456,Ti I
1.3034537,Si I
1.3037132,Ca I
1.3080848,Ti I
1.3105651000000003,Si I
1.3127033000000001,Al I
1.3138542,Ca I
1.3151513000000001,Fe I
1.3154383,Al I
1.3180501,Si I
1.3204755,Cr I
1.3216071000000003,Ni I
1.3285098999999998,Mn I
1.3285278,Fe I
1.3291215,Si I
1.329146,Fe I
1.3297478999999999,Mn I
1.3312743,Si I
1.3322705,Mn I
1.3329283,Si I
1.3355823,Fe I
1.3376333999999999,Ti I
1.3393101,Fe I
1.3395761,Fe I
1.3419361,Mn I
1.3435909,Ni I
1.4992872,Fe I
1.5021801000000001,Fe I
1.5029104,Mg I
1.5044355,Mg I
1.5051826000000001,Mg I
1.5055858,Fe I
1.5081407,Fe I
1.509882,Fe I
1.5099983000000001,Fe I
1.512651,Fe I
1.5140258,Fe I
1.5148195,Fe I
1.5163289,Mn I
1.5167233999999998,K I
1.5172549,K I
1.51824,Fe I
1.5198639999999999,Fe I
1.5211682,Fe I
1.5221898999999999,Mn I
1.5223777,Fe I
1.5249135,Fe I
1.5266663999999999,Mn I
1.5297316,Fe I
1.5298738,Fe I
1.5339035,Ti I
1.5339573999999998,Fe I
1.534799,Fe I
1.5381089,Si I
1.5398877,Fe I
1.5399924999999999,Fe I
1.5494567,Fe I
1.5505035,Fe I
1.5505556999999999,Fe I
1.5535998,Fe I
1.5538486999999999,Fe I
1.5546325,Fe I
1.5548002,Ti I
1.5559624,Ni I
1.5562042,Si I
1.5592518999999998,Fe I
1.5595753,Fe I
1.5607105,Ti I
1.5608485,Fe I
1.5615398999999999,Fe I
1.5617893999999999,Fe I
1.5625923000000002,Fe I
1.5636216,Fe I
1.5636895,Ni I
1.5652785,Fe I
1.5657146,Fe I
1.5666293,Fe I
1.5681803,Fe I
1.5690306,Fe I
1.5690727,Fe I
1.5696139,Fe I
1.5697035,Fe I
1.5703273000000002,Ti I
1.5719864,Ti I
1.5727886,Fe I
1.5734056,Fe I
1.5745006000000001,Mg I
1.5746226,Fe I
1.5753291,Mg I
1.5765617,Fe I
1.5768628999999998,Fe I
1.5770146999999999,Mg I
1.5773731000000002,Fe I
1.5774924,Fe I
1.5778378,Fe I
1.579331,Fe I
1.5802877,Fe I
1.5814451999999999,Fe I
1.5822462,Fe I
1.5823454,Fe I
1.5826031999999999,Fe I
1.582714,Fe I
1.5837954,Si I
1.5839489,Fe I
1.5841107,Ti I
1.5841966,Fe I
1.5857646,Fe I
1.5868044,Fe I
1.5872858,Fe I
1.5882785,Fe I
1.5883902,Mg I
1.5888811,Si I
1.5890528,Mg I
1.5892781,Si I
1.5893861999999999,Mg I
1.5897301000000001,Fe I
1.5899568000000002,Fe I
1.5902364,Fe I
1.5905858999999998,Fe I
1.5908688999999998,Fe I
1.5910387,Fe I
1.5915647,Fe I
1.5916936000000002,Fe I
1.5924995000000002,Fe I
1.5946201,Fe I
1.5958447,Fe I
1.5958813,Mg I
1.5964437,Si I
1.5966916000000002,Fe I
1.5969226,Fe I
1.5972019,Fe I
1.5985088,Fe I
1.6002094,Fe I
1.6011125,Fe I
1.6011451,Fe I
1.6012458999999999,Fe I
1.6013985000000002,Fe I
1.6042203000000002,Fe I
1.6045034,Fe I
1.6047096,Fe I
1.6064409,Si I
1.6075788,Fe I
1.6080309,Fe I
1.6093127,Fe I
1.6099193,Si I
1.6104678,Fe I
1.6106802,Fe I
1.6120366000000002,Fe I
1.6130308,Fe I
1.6141232,Ca I
1.6155175,Ca I
1.6157656999999999,Fe I
1.6160973,Fe I
1.6161778,Ca I
1.6168131000000001,Si I
1.6169443000000001,Fe I
1.6179391,Fe I
1.6184003,Fe I
1.6185325000000002,Fe I
1.6190221000000002,Fe I
1.6199481000000002,Fe I
1.62015,Ca I
1.6202925,Fe I
1.6208676000000002,Fe I
1.6212171,Fe I
1.6217965,Fe I
1.6220121,Si I
1.623005,Fe I
1.6236082,Fe I
1.6240402,Fe I
1.6246288999999998,Si I
1.6250896000000001,Fe I
1.6289216,Fe I
1.6297294,Fe I
1.6314951000000002,Ni I
1.6320778999999999,Fe I
1.6323154,Fe I
1.6328913999999999,Fe I
1.6335988000000001,Fe I
1.6367558,Ni I
1.6384613999999997,Si I
1.6385333999999998,Fe I
1.6386023,Si I
1.6386729,Fe I
1.6388615000000002,Fe I
1.6398865000000002,Fe I
1.6402644,Fe I
1.6409076,Fe I
1.6412269,Fe I
1.6439418999999997,Si I
1.6441112,Fe I
1.6444888,Fe I
1.6449307,Fe I
1.6459396000000002,Fe I
1.6471418999999998,Fe I
1.6478580000000003,Fe I
1.6491168,Fe I
1.6510801,Fe I
1.6521735,Fe I
1.6526587,Fe I
1.6528981,Fe I
1.6536499,Fe I
1.6543710999999999,Fe I
1.6545938999999998,Fe I
1.6556516,Fe I
1.6566292,Fe I
1.6617302,Fe I
1.6650418999999999,Fe I
1.6658076000000002,Fe I
1.6664067999999999,Fe I
1.6665922,Fe I
1.6670032,Fe I
1.6685326,Si I
1.6723540000000001,Al I
1.6727843,Fe I
1.6755176,Al I
1.6757642,Fe I
1.6767949,Al I
1.6804235,Fe I
1.6825109,Fe I
1.6832772,Si I
1.6871890999999999,Ni I
1.6894974999999999,C I
1.6974543000000002,Fe I
1.7000886999999998,Ni I
1.7005668999999999,Ni I
1.7010089,Fe I
1.7015741000000002,Fe I
1.7072339,Fe I
1.7113303,Mg I
1.7165793000000003,Fe I
1.7208997,Fe I
1.7210463,Si I
1.7230331,Si I
1.7307038000000001,Fe I
1.7332058999999997,Si I
