Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,SP_TYPE,SP_QUAL,SP_NATURE,SP_BIBCODE,INPUT
2MASS J16192988-2440469,,"M8,M7","16,2",M7,,,out,,,out,,,out,,,out,,,nodet,12.67,0.03,,12.33,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16192988-2440469,16 19 29.882,-24 40 46.97,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M8,D,,,2MASS J16192988-2440469
2MASS J16192992-2425540,,M4,17,M4,,,out,,,out,,,out,,,out,9.8,0.21,,10.03,0.03,,9.83,0.02,,9.7,0.06,,,,nodet,,,N,N,N,,,2MASS J16192992-2425540,16 19 29.929,-24 25 54.06,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16192992-2425540
2MASS J16193396-2228294,,"K0,K1IV","4,5",K0.5,,,out,8.41,0.02,,,,out,8.32,0.03,,8.23,0.05,,8.43,0.02,,8.45,0.02,,8.36,0.03,,8.45,0.34,,N,N,N,N,N,,,2MASS J16193396-2228294,16 19 33.958,-22 28 29.42,7.0,7.0,,,0.0,B,O,2000A&A...355L..27H,TTau*,K1IV,C,,2006A&A...460..695T,2MASS J16193396-2228294
2MASS J16193785-2652308,"HD 146899,HIP 79987",A5II,8,A5II,,,out,,,out,,,out,,,out,,,out,8.09,0.03,,8.06,0.02,,8.01,0.03,,7.91,0.21,ext,,,,N,N,,,HD 146899,16 19 37.8502,-26 52 30.997,9.0,9.0,11.260000228881836,9.140000343322754,90.0,A,O,2007A&A...474..653V,Star,A7V,C,,,2MASS J16193785-2652308
2MASS J16193976-2145349,,"M7,M6,M6","16,17,2",M6,,,out,,,out,,,out,,,out,7.09,0.04,,11.62,0.03,,10.98,0.02,,9.05,0.04,,7.3,0.11,,,,Y,Y,Y,Y,full,2MASS J16193976-2145349,16 19 39.764,-21 45 35.00,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2008ApJ...688..377S,2MASS J16193976-2145349
2MASS J16194210-2504323,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,13.53,0.03,,12.99,0.05,,,,nodet,,,nodet,,,,Y?,,,full?,2MASS J16194210-2504323,16 19 42.101,-25 04 32.30,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16194210-2504323
2MASS J16195058-3354453,,G6V,5,G6V,,,out,8.39,0.02,,,,out,8.37,0.03,,8.26,0.05,,8.31,0.02,,8.36,0.02,,8.3,0.03,,8.43,0.3,,N,N,N,N,N,,,CD-33 11099,16 19 50.5782,-33 54 45.395,8.0,8.0,35.9900016784668,28.18000030517578,90.0,B,,1998A&A...335L..65H,RotV*,G6V,C,,2006A&A...460..695T,2MASS J16195058-3354453
2MASS J16195143-2241332,,M7.5,2,M7.5,,,out,,,out,,,out,,,out,,,out,,,unres,,,unres,,,unres,,,unres,,,,,,,,2MASS J16195143-2241332,16 19 51.437,-22 41 33.28,7.0,7.0,60.0,60.0,17.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16195143-2241332
2MASS J16200397-2002413,"HD 147009,HIP 80019",A0V,1,A0V,7.07,0.02,,7.03,0.02,,7.03,0.03,,6.97,0.03,,6.42,0.05,,7.04,0.03,,7.01,0.02,,6.64,0.03,,5.76,0.1,ext,N,N,Y,N,Y,,debris/ev trans,HD 147009,16 20 03.9802,-20 02 41.526,9.0,9.0,12.119999885559082,8.859999656677246,90.0,A,O,2007A&A...474..653V,Star,A0V,D,,1988MSS...C04....0H,2MASS J16200397-2002413
2MASS J16200549-2003228,"HD 147010,HIP 80024,V933 Sco",B9II/III,1,B9II/III,6.73,0.02,,6.72,0.02,,6.73,0.03,,6.78,0.03,,5.39,0.05,,6.69,0.04,,6.7,0.02,,6.63,0.03,,5.26,0.04,,N,N,Y,N,N,Y,debris/ev trans,V* V933 Sco,16 20 05.4926,-20 03 23.028,9.0,9.0,8.869999885559082,6.230000019073486,90.0,A,O,2007A&A...474..653V,RotV*alf2CVn,B9II/III,C,,1988MSS...C04....0H,2MASS J16200549-2003228
2MASS J16200757-2359150,,M6,19,M6,11.61,0.02,,11.5,0.02,,11.35,0.04,,11.48,0.06,,,,nodet,11.79,0.02,,11.47,0.02,,,,false,,,nodet,N,N,,N,,,,2MASS J16200757-2359150,16 20 07.574,-23 59 15.03,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16200757-2359150
2MASS J16201318-2425014,,M4,17,M4,12.52,0.02,,12.44,0.02,,12.47,0.04,,12.7,0.06,,,,nodet,12.67,0.03,,12.45,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16201318-2425014,16 20 13.181,-24 25 01.44,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16201318-2425014
2MASS J16202128-2120289,,M6,19,M6,11.94,0.02,,11.85,0.03,,11.74,0.05,,11.85,0.05,,,,nodet,12.12,0.03,,11.88,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16202128-2120289,16 20 21.281,-21 20 28.96,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16202128-2120289
2MASS J16202523-2316033,,M5.5,19,M5.5,,,out,,,out,,,out,,,out,,,out,12.92,0.03,,12.67,0.03,,,,nodet,,,nodet,,,,N,,,,2MASS J16202523-2316033,16 20 25.235,-23 16 03.33,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2006AJ....131.3016S,2MASS J16202523-2316033
2MASS J16202813-2130324,"HD 147083,HIP 80059",A7III/IV,1,A7III/IV,,,out,7.43,0.02,,,,out,7.4,0.03,,7.42,0.04,,7.42,0.03,,7.42,0.02,,7.42,0.02,,7.36,0.11,,N,N,N,N,N,N,,HD 147083,16 20 28.1312,-21 30 32.490,9.0,9.0,8.529999732971191,7.199999809265137,90.0,A,O,2007A&A...474..653V,Star,A7III/IV,C,,1988MSS...C04....0H,2MASS J16202813-2130324
2MASS J16203456-2430205,,M6.5,2,M6.5,11.9,0.02,,11.78,0.02,,11.75,0.03,,11.76,0.05,,,,nodet,12.08,0.03,,11.73,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16203456-2430205,16 20 34.564,-24 30 20.50,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16203456-2430205
2MASS J16204144-2425491,,"M7.5,M5","16,2",M5,12.41,0.02,,12.24,0.02,,12.16,0.04,,12.16,0.05,,,,nodet,12.57,0.03,,12.24,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16204144-2425491,16 20 41.445,-24 25 49.17,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M7.5,D,,,2MASS J16204144-2425491
2MASS J16204596-2348208,RX J1620.7-2348,K3,4,K3,8.82,0.02,,8.77,0.02,,8.76,0.03,,8.72,0.03,,8.5,0.09,,8.75,0.03,,8.75,0.03,,8.74,0.07,,,,nodet,N,N,N,N,N,,,2MASS J16204596-2348208,16 20 45.962,-23 48 20.87,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,K4,D,,2007ApJ...667..308C,2MASS J16204596-2348208
2MASS J16205022-2235387,"HD 147137,HIP 80088",A9V,1,A9V,,,out,7.74,0.02,,,,out,7.72,0.03,,6.24,0.04,,7.73,0.03,,7.73,0.02,,7.56,0.02,,6.24,0.06,,N,N,Y,N,N,Y,debris/ev trans,HD 147137,16 20 50.2326,-22 35 38.798,9.0,9.0,15.350000381469727,14.329999923706055,89.0,A,O,2007A&A...474..653V,Star,A9V,C,,1988MSS...C04....0H,2MASS J16205022-2235387
2MASS J16210222-2358395,,M5.25,2,M5.25,12.66,0.02,,12.55,0.02,,12.46,0.03,,12.27,0.03,,,,nodet,12.86,0.03,,12.51,0.03,,,,false,,,false,N,N,,N,,,,2MASS J16210222-2358395,16 21 02.229,-23 58 39.59,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16210222-2358395
2MASS J16210983-2535333,,B9.5V,35,B9.5V,,,out,,,out,,,out,,,out,,,nodet,7.03,0.05,bl,7.1,0.04,bl,,,bl,,,bl,,,,N,,,,CD-25 11485B,16 21 09.834,-25 35 33.38,7.0,7.0,200.0,120.0,90.0,B,N,2003yCat.2246....0C,Star,B8V,D,,,2MASS J16210983-2535333
2MASS J16211131-2535342,"HD 147165,HIP 80112,sigma Sco",B1III,1,B1III,,,out,,,out,,,out,,,out,2.37,0.05,,2.5,0.34,,,,err,2.22,0.03,,,,nodet,,,N,,N,,,* sig Sco,16 21 11.3157,-25 35 34.051,9.0,9.0,6.849999904632568,3.7799999713897705,90.0,A,O,2007A&A...474..653V,PulsV*bCep,B1III,E,,1988MSS...C04....0H,2MASS J16211131-2535342
2MASS J16211563-2436117,,M3.5,17,M3.5,11.35,0.02,,11.21,0.02,,11.26,0.03,,11.36,0.03,,,,nodet,11.44,0.03,,11.33,0.02,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16211563-2436117,16 21 15.640,-24 36 11.77,7.0,7.0,250.0,160.0,90.0,B,I,2003yCat.2246....0C,pMS*,M3.5,D,,2008ApJ...688..377S,2MASS J16211563-2436117
2MASS J16211918-2342287,"HD 147196,HIP 80126",B6/B7Vn,1,B6V,6.4,0.02,,6.3,0.02,,6.18,0.03,,5.97,0.03,,3.87,0.04,,6.36,0.04,,6.33,0.02,,5.64,0.02,,3.96,0.03,,N,Y,Y,N,Y,Y,Be,HD 147196,16 21 19.1913,-23 42 28.748,9.0,9.0,4.920000076293945,3.950000047683716,90.0,A,O,2007A&A...474..653V,Be*,B6/B7Vn,C,,1988MSS...C04....0H,2MASS J16211918-2342287
2MASS J16211920-2425525,,M4,17,M4,10.23,0.02,,10.1,0.02,,10.05,0.03,,10.02,0.03,,,,nodet,10.37,0.02,,10.12,0.02,,9.71,0.11,,,,nodet,N,N,,N,N,,,2MASS J16211920-2425525,16 21 19.205,-24 25 52.59,7.0,7.0,250.0,160.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,2008ApJ...688..377S,2MASS J16211920-2425525
2MASS J16212114-2206322,"HD 147220,HIP 80130",A9V,1,A9V,,,out,7.31,0.02,,,,out,7.4,0.03,,7.29,0.04,,7.31,0.03,,7.33,0.02,,7.35,0.02,,7.23,0.1,,N,N,N,N,N,N,,HD 147220,16 21 21.1487,-22 06 32.263,9.0,9.0,10.279999732971191,8.329999923706055,90.0,A,O,2007A&A...474..653V,Star,A9V,C,,1988MSS...C04....0H,2MASS J16212114-2206322
2MASS J16212488-2426145,,M3.5,17,M3.5,11.02,0.02,,10.88,0.02,,10.83,0.03,,10.85,0.03,,,,nodet,11.16,0.02,,10.93,0.02,,,,false,,,nodet,N,N,,N,,,,2MASS J16212488-2426145,16 21 24.882,-24 26 14.51,7.0,7.0,250.0,160.0,90.0,B,I,2003yCat.2246....0C,pMS*,M3.5,D,,2008ApJ...688..377S,2MASS J16212488-2426145
2MASS J16213591-2355035,,M6,19,M6,12.25,0.02,,12.12,0.02,,12.09,0.04,,12.04,0.04,,,,nodet,12.45,0.03,,12.14,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16213591-2355035,16 21 35.910,-23 55 03.58,7.0,7.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16213591-2355035
2MASS J16215466-2043091,GSC 06214-00210,"M1,K7","4,36",K7,,,out,,,out,,,out,,,out,8.51,0.1,,9.08,0.02,,9.11,0.02,,8.98,0.04,,8.31,0.27,,,,Y,N,N,,debris/ev trans,2MASS J16215466-2043091,16 21 54.668,-20 43 09.15,7.0,7.0,15.0,15.0,90.0,B,O,2003yCat.1289....0Z,TTau*,M1,D,,,2MASS J16215466-2043091
2MASS J16220961-1953005,,M3.7,37,M3.7,8.58,0.02,,8.47,0.02,,8.33,0.03,,8.2,0.03,,6.54,0.04,,8.65,0.03,,8.43,0.03,,7.84,0.02,,6.76,0.08,,N,N,Y,N,N,Y,debris/ev trans,2MASS J16220961-1953005,16 22 09.614,-19 53 00.57,7.0,7.0,170.0,60.0,0.0,B,I,2003yCat.2246....0C,YSO,M3.7,D,,2012ApJ...749...79R,2MASS J16220961-1953005
2MASS J16221693-1825131,,M8.5,2,M8.5,,,out,,,out,,,out,,,out,,,out,13.99,0.04,,13.46,0.04,,,,nodet,,,nodet,,,,N,,,,2MASS J16221693-1825131,16 22 16.932,-18 25 13.16,7.0,7.0,80.0,70.0,4.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16221693-1825131
2MASS J16221989-2421482,"HD 147343,HIP 80196",A1III/IV,1,A1III/IV,7.0,0.02,,6.96,0.02,,6.99,0.03,,6.97,0.03,,6.44,0.04,,6.97,0.03,,6.95,0.02,,6.95,0.02,,6.34,0.06,,N,N,Y,N,N,Y,debris/ev trans,HD 147343,16 22 19.9092,-24 21 48.169,9.0,9.0,15.640000343322754,10.550000190734863,116.0,A,O,2007A&A...474..653V,Star,A1III/IV,C,,1988MSS...C04....0H,2MASS J16221989-2421482
2MASS J16222160-2217307,,M5,19,M5,,,out,,,out,,,out,,,out,7.44,0.07,,12.09,0.03,,11.63,0.03,,9.72,0.05,,7.57,0.2,,,,Y,Y,Y,Y,full,2MASS J16222160-2217307,16 22 21.603,-22 17 30.70,7.0,7.0,130.0,120.0,89.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2006AJ....131.3016S,2MASS J16222160-2217307
2MASS J16222521-2405139,Oph J 1622-2405A,"M9,M9,M7.25","38,39,40",M7.25,12.55,0.02,bin,12.33,0.02,bin,12.07,0.03,bin,11.69,0.04,bin,,,nodet,12.76,0.03,bin,12.35,0.03,bin,,,nodet,,,false,Y,Y,,Y,,,full,NAME Oph J1622-2405,16 22 25.21,-24 05 13.9,6.0,6.0,220.0,170.0,0.0,B,,2003yCat.2246....0C,**,M9+M9.5,D,,2007ApJ...660.1492C,2MASS J16222521-2405139
Oph J1622-2405 B,,"M9.5-L0,M9.5,M8.75","38,39,40",M8.75,,,unres,,,unres,,,unres,,,unres,,,nodet,,,unres,,,unres,,,nodet,,,nodet,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J16223834-2541017,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,12.74,0.03,,12.31,0.03,,11.06,0.14,,,,false,,,,Y,Y,,full,2MASS J16223834-2541017,16 22 38.350,-25 41 01.77,7.0,7.0,60.0,60.0,45.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16223834-2541017
2MASS J16224385-1951057,,M8,19,M8,10.61,0.02,,10.5,0.02,,10.45,0.03,,10.37,0.03,,10.25,0.14,,10.71,0.03,,10.41,0.02,,10.4,0.09,,,,nodet,N,N,N,N,N,,,2MASS J16224385-1951057,16 22 43.854,-19 51 05.77,7.0,7.0,210.0,160.0,0.0,B,I,2003yCat.2246....0C,pMS*,M8,D,,2006AJ....131.3016S,2MASS J16224385-1951057
2MASS J16225177-2307070,"HD 147432,HIP 80238",A1III/IV,1,A1III/IV,6.59,0.02,,6.6,0.02,,6.62,0.03,,6.55,0.03,,6.0,0.04,,6.56,0.04,,6.58,0.02,,6.46,0.02,,5.89,0.06,,N,N,Y,N,N,Y,debris/ev trans,HD 147432,16 22 51.7766,-23 07 07.527,9.0,9.0,9.90999984741211,9.489999771118164,89.0,A,O,2007A&A...474..653V,Star,A1III/IV,C,,1988MSS...C04....0H,2MASS J16225177-2307070
2MASS J16230646-2528419,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,13.37,0.03,,12.99,0.04,,,,nodet,,,nodet,,,,N,,,,2MASS J16230646-2528419,16 23 06.460,-25 28 41.96,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16230646-2528419
2MASS J16230783-2300596,,"K2,K5","4,20",K3.5,8.05,0.02,,8.04,0.02,,7.98,0.03,,7.99,0.03,,7.32,0.1,,8.04,0.02,,8.03,0.02,,7.65,0.17,,,,nodet,N,N,Y,N,N,,debris/ev trans,2MASS J16230783-2300596,16 23 07.835,-23 00 59.67,7.0,7.0,300.0,220.0,104.0,B,I,2003yCat.2246....0C,TTau*,K5,D,,2006AJ....132..866R,2MASS J16230783-2300596
2MASS J16232202-2609553,,M6.5,2,M6.5,,,out,12.63,0.02,,,,out,11.91,0.04,,,,nodet,13.43,0.03,,12.81,0.03,,11.85,0.27,,,,nodet,Y,Y,,Y,,,full,2MASS J16232202-2609553,16 23 22.027,-26 09 55.39,7.0,7.0,60.0,60.0,45.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16232202-2609553
2MASS J16233234-2523485,,G1,4,G1,,,out,,,out,,,out,,,out,,,out,7.54,0.03,,7.52,0.02,,7.37,0.03,,,,false,,,,N,N,,,2MASS J16233234-2523485,16 23 32.306,-25 23 48.65,7.0,7.0,,,0.0,B,O,2000A&A...355L..27H,TTau*,G1,D,,,2MASS J16233234-2523485
2MASS J16234716-2616157,"HD 147592,HIP 80311",A0V,8,A0V,,,out,7.92,0.02,,,,out,7.95,0.03,,7.94,0.05,,7.89,0.02,,7.88,0.02,,7.92,0.02,,7.72,0.18,ext,N,N,N,N,N,,,HD 147592,16 23 47.1697,-26 16 15.755,9.0,9.0,9.0600004196167,7.809999942779541,90.0,A,O,2007A&A...474..653V,*inCl,A1V,C,,,2MASS J16234716-2616157
2MASS J16235155-2317270,,M8,19,M8,11.9,0.02,,11.77,0.02,,11.7,0.03,,11.78,0.04,,,,nodet,12.11,0.03,,11.79,0.03,,,,false,,,nodet,N,N,,N,,,,2MASS J16235155-2317270,16 23 51.560,-23 17 27.03,7.0,7.0,140.0,80.0,0.0,B,I,2003yCat.2246....0C,pMS*,M8,D,,2006AJ....131.3016S,2MASS J16235155-2317270
2MASS J16235385-2946401,"HD 147594,HIP 80320","G2/G3V,G3IV","8,5",G2.5,,,out,,,out,,,out,,,out,7.15,0.05,,7.61,0.03,,7.62,0.02,,7.53,0.02,,7.21,0.1,,,,Y,N,N,N,debris/ev trans,HD 147594,16 23 53.8590,-29 46 40.110,9.0,9.0,9.40999984741211,7.119999885559082,90.0,A,O,2007A&A...474..653V,RotV*,G3IV,C,,2006A&A...460..695T,2MASS J16235385-2946401
2MASS J16235470-2438319,,M6,19,M6,11.45,0.02,,11.31,0.02,,11.26,0.03,,11.22,0.03,,,,nodet,11.64,0.03,,11.33,0.02,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16235470-2438319,16 23 54.707,-24 38 31.97,7.0,7.0,80.0,70.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16235470-2438319
2MASS J16235672-3311578,"HD 147553,HIP 80324","A0V+A0V,B9.5V(n)+A1V(n)","8,10",B9.5V,,,out,7.02,0.02,,,,out,7.11,0.03,,7.2,0.11,,7.06,0.07,bl,7.07,0.03,bl,7.13,0.03,bl,7.23,0.16,bl,N,N,N,N,N,N,,HD 147553A,16 23 56.716,-33 11 57.83,7.0,7.0,19.0,17.0,0.0,B,O,2000A&A...355L..27H,PM*,B9.5V(n),C,,1984ApJS...55..657C,2MASS J16235672-3311578
2MASS J16235695-3312033,,B9.5Vn+A1Vn+A0V,10,B9.5V,,,out,7.36,0.02,,,,out,7.39,0.03,,7.2,0.11,,7.23,0.06,bl,7.29,0.03,bl,7.25,0.03,bl,6.75,0.11,bl,N,N,N,N,N,N,,HD 147553B,16 23 56.937,-33 12 03.36,7.0,7.0,21.0,19.0,0.0,B,O,2000A&A...355L..27H,PM*,A1V(n),C,,1984ApJS...55..657C,2MASS J16235695-3312033
2MASS J16240289-2524539,"HD 147648,HIP 80338",B8II,1,B8II,,,out,6.55,0.02,,,,out,6.61,0.03,,,,ext,6.53,0.04,,6.53,0.02,,6.43,0.02,ext,,,ext,N,N,,N,N?,,,HD 147648,16 24 02.8941,-25 24 54.019,9.0,9.0,15.640000343322754,10.630000114440918,90.0,A,O,2007A&A...474..653V,Star,B8II,C,,1988MSS...C04....0H,2MASS J16240289-2524539
2MASS J16242132-2501314,"HD 147701,HIP 80371",B5III,1,B5III,6.03,0.02,,6.02,0.02,,6.0,0.03,,5.99,0.03,,6.13,0.04,,6.01,0.05,,,,err,6.11,0.02,,5.94,0.05,,N,N,N,,N,N,,HD 147701,16 24 21.3153,-25 01 31.449,9.0,9.0,10.800000190734863,7.380000114440918,90.0,A,O,2007A&A...474..653V,Star,B5III,C,,1988MSS...C04....0H,2MASS J16242132-2501314
2MASS J16245136-2239325,HD 147808,"G6/G8V,G6,G9IVe","1,4,5",G7,,,out,,,out,,,out,,,out,6.89,0.05,,6.99,0.04,,7.0,0.02,,6.97,0.02,,6.96,0.09,,,,N,N,N,N,,HD 147808,16 24 51.386,-22 39 32.50,7.0,7.0,170.3699951171875,170.3699951171875,90.0,B,,1988A&AS...74..449R,TTau*,G9IVe,C,,2006A&A...460..695T,2MASS J16245136-2239325
2MASS J16245915-2521180,"HD 147809,HIP 80425",A1V,1,A1V,,,out,,,out,,,out,,,out,,,ext,6.95,0.03,,6.96,0.02,,5.94,0.02,ext,,,ext,,,,N,,,,HD 147809,16 24 59.1464,-25 21 17.983,9.0,9.0,12.3100004196167,10.619999885559082,90.0,A,O,2007A&A...474..653V,Star,A1V,C,,1988MSS...C04....0H,2MASS J16245915-2521180
2MASS J16250277-3006556,,M6,2,M6,,,out,,,out,,,out,,,out,,,out,13.69,0.03,,13.42,0.04,,,,nodet,,,false,,,,N,,,,2MASS J16250277-3006556,16 25 02.776,-30 06 55.61,7.0,7.0,70.0,60.0,0.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16250277-3006556
2MASS J16250991-3047572,HD 147810,"K1(IV)+(F),G1","8,41",G1,,,out,7.24,0.02,,,,out,7.26,0.03,,7.18,0.04,,7.23,0.03,,7.17,0.02,,7.19,0.02,,7.26,0.11,,N,N,N,N,N,N,,HD 147810,16 25 09.9107,-30 47 57.289,8.0,8.0,23.559999465942383,19.969999313354492,89.0,B,,1998A&A...335L..65H,Star,K1IV:+...,C,,,2MASS J16250991-3047572
2MASS J16252427-2327367,"HD 147888,HIP 80461,rho Oph D",B3/B4V,1,B3V,,,sat,5.4,0.02,,5.41,0.03,,5.36,0.03,,5.46,0.04,,5.48,0.05,,,,err,5.44,0.02,,5.5,0.04,,N,N,N,,N,N,,* rho Oph D,16 25 24.2826,-23 27 36.794,9.0,9.0,7.739999771118164,7.639999866485596,90.0,A,O,2007A&A...474..653V,**,B3/B4V,D,,1988MSS...C04....0H,2MASS J16252427-2327367
2MASS J16252860-1658509,,M8,19,M8,12.2,0.02,,12.08,0.02,,12.06,0.03,,12.04,0.04,,,,nodet,12.41,0.03,,12.12,0.03,,,,nodet,,,nodet,N,N,,N,,,,2MASS J16252860-1658509,16 25 28.604,-16 58 50.94,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M8,D,,2006AJ....131.3016S,2MASS J16252860-1658509
2MASS J16252969-2214543,,M5,19,M5,,,out,,,out,,,out,,,out,,,out,11.85,0.03,,11.58,0.03,,11.69,0.27,,,,nodet,,,,N,,,,2MASS J16252969-2214543,16 25 29.696,-22 14 54.38,7.0,7.0,70.0,60.0,89.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2006AJ....131.3016S,2MASS J16252969-2214543
2MASS J16253507-2324186,"HD 147932,HIP 80474,rho Oph C","B5V,A,B8","42,1,43",B8,,,sat,5.64,0.02,,5.6,0.03,,5.63,0.03,,5.56,0.04,,5.73,0.07,,,,err,5.77,0.03,,5.66,0.04,,N,N,N,,N,N,,* rho Oph C,16 25 35.0822,-23 24 18.767,9.0,9.0,5.179999828338623,4.920000076293945,90.0,A,O,2007A&A...474..653V,Star,B5V,C,,,2MASS J16253507-2324186
2MASS J16253509-2326486,"HD 147933+HD 147934,HIP 80473,rho Oph A+B",B2/B3V+B2V,1,B2V,3.47,0.02,,3.46,0.02,,3.46,0.03,,3.54,0.03,,3.57,0.04,,3.48,0.12,,,,err,3.5,0.02,,3.56,0.03,,N,N,N,,N,N,,* rho Oph,16 25 35.1176,-23 26 49.815,9.0,9.0,8.15999984741211,7.829999923706055,89.0,A,O,2007A&A...474..653V,**,B2IV+B2V,C,,2011AJ....141..165A,2MASS J16253509-2326486
2MASS J16253672-2224285,,M7,19,M7,11.97,0.02,,11.89,0.03,,11.88,0.05,,11.82,0.05,,,,nodet,12.13,0.03,,11.84,0.03,,11.03,0.14,,,,nodet,N,N,,N,Y?,,evolved?,2MASS J16253672-2224285,16 25 36.725,-22 24 28.54,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,pMS*,M7,D,,2006AJ....131.3016S,2MASS J16253672-2224285
2MASS J16254322-2230026,,M5,19,M5,11.71,0.02,,,,out,11.66,0.05,,,,out,,,nodet,11.84,0.02,,11.58,0.02,,10.92,0.22,,,,false,,,,N,N,,,2MASS J16254322-2230026,16 25 43.221,-22 30 02.62,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2006AJ....131.3016S,2MASS J16254322-2230026
2MASS J16255066-2155454,,M4.75,17,M4.75,,,out,,,out,,,out,,,out,,,out,13.04,0.03,bl,12.8,0.04,bl,,,nodet,,,nodet,,,,N,,,,2MASS J16255066-2155454,16 25 50.663,-21 55 45.42,7.0,7.0,70.0,70.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4.75,D,,2008ApJ...688..377S,2MASS J16255066-2155454
2MASS J16255065-2634062,"HD 147955,HIP 80493",B9V,8,B9V,,,out,7.0,0.02,,,,out,7.07,0.03,,7.0,0.04,,7.0,0.03,,6.99,0.02,,7.02,0.02,,6.97,0.09,,N,N,N,N,N,N,,HD 147955,16 25 50.6588,-26 34 06.324,9.0,9.0,8.4399995803833,5.96999979019165,90.0,A,O,2007A&A...474..653V,Star,B9.5V,C,,,2MASS J16255065-2634062
2MASS J16260625-2334030,,M5.5,17,M5.5,,,out,11.15,0.02,,,,out,11.12,0.03,,,,nodet,11.45,0.03,,11.15,0.02,,,,false,,,false,N,N,,N,,,,2MASS J16260625-2334030,16 26 06.259,-23 34 03.09,7.0,7.0,380.0,340.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5.5,D,,2008ApJ...688..377S,2MASS J16260625-2334030
2MASS J16262991-2741203,"HD 148040,HIP 80535",G0V,8,G0V,,,out,,,out,,,out,,,out,6.98,0.05,,7.14,0.03,,7.14,0.02,,7.15,0.02,,7.25,0.12,,,,N,N,N,N,,HD 148040,16 26 29.9102,-27 41 20.252,9.0,9.0,12.5600004196167,8.6899995803833,90.0,A,O,2007A&A...474..653V,*inAssoc,G0V,C,,2013A&A...557A..47D,2MASS J16262991-2741203
